axis,index,coordinate
y,174,1.369327192171344
y,175,1.3962190293232375
y,176,1.4232086397818913
y,177,1.4502979135539888
y,178,1.477488747625359
y,179,1.5047830460938103
y,180,1.5321827203024734
y,181,1.5596896889736467
y,182,1.5873058783431588
y,183,1.6150332222952573
y,184,1.642873662498034
y,185,1.6708291485393918
y,186,1.6989016380635746
y,187,1.727093096908245
y,188,1.755405499242162
y,189,1.7838408277034103
y,190,1.8124010735382505
y,191,1.8410882367405552
y,192,1.8699043261918638
y,193,1.8988513598020615
y,194,1.9279313646506813
y,195,1.9571463771288613
y,196,1.9864984430819472
y,197,2.0159896179527497
y,198,2.0456219669254914
y,199,2.0753975650704186
y,200,2.1053184974891144
y,201,2.1353868594605183
y,202,2.1656047565876424
y,203,2.1959743049450253
y,204,2.2264976312269216
y,205,2.2571768728962187
y,206,2.2880141783341204
y,207,2.319011706990593
y,208,2.3501716295355877
y,209,2.3814961280110403
y,210,2.4129873959836825
y,211,2.4446476386986378
y,212,2.4764790732338646
y,213,2.5084839286554006
y,214,2.540664446173462
y,215,2.573022879299388
y,216,2.6055614940034477
y,217,2.638282568873527
y,218,2.671188395274675
y,219,2.704281277509578
y,220,2.7375635329799177
y,221,2.7710374923486523
y,222,2.804705499703224
y,223,2.838569912719711
y,224,2.872633102827929
y,225,2.906897455377499
y,226,2.9413653698048785
y,227,2.9760392598013947
y,228,3.010921553482264
y,229,3.046014693556633
y,230,3.081321137498624
y,231,3.116843357719431
y,232,3.152583841740457
y,233,3.1885450923675096
y,234,3.2247296278660578
y,235,3.261139982137581
y,236,3.2977787048970217
y,237,3.3346483618513227
y,238,3.371751534879097
y,239,3.409090822211441
