investigation,document,page,text
PSI-22,E-FIELD Flames Final Report.pdf,89,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 89 Week of March 26, 2018 Other work was done on these investigations: … ACME E-FIELD Flames …. Roscosmos cosmonaut and current space station commander Anton Shkaplerov replaces a bottl e in the Combustion Integration Rack (CIR) as a part of the ACME E-FIELD Flames investigation. Credits: NASA Week of April 2, 2018 ACME chamber prepared for initiation of experiment The Advanced Combustion Microgravity Experiment ( ACME) investigation is a set of five independent studies of gaseous flames to be conducted in the Combustion Integration Rack (CIR), one of which being EFields Flame. ACME’s goals are to improve fuel efficiency and reduce pollutant production in practical combustion on Earth and to improve spacecraft fire prevention through innovative research focused on materials flammability. This week, crew members removed the ACME Mesh negative Power Supply and installed the ACME Mesh Positive Power Supply, replaced an ignitor tip and replac ed other hardware within the chamber, all in preparation for the next series of data collection with a positive field. Week of May 7, 2018 Other work was done on these investigations: … CIR …. CAPTION TO VIDEO, WHICH IS NOT INCLUDED IN THIS LOG NASA astronaut Scott Tingle works within the CIR as a part of the ACME E-FIELD Flames investigation."
PSI-22,E-FIELD Flames Final Report.pdf,90,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 90 CLD Flame round 2 featuring ethylene E-FIELD Flames round 2 featuring the 2.1-mm gas-jet burner Week of September 17, 2018 Crew prepares for ACME operations The Advanced Combustion Mic rogravity Experiment ( ACME) investigation is a set of five independent studies of gaseous flames to be conducted in the Combustion Integration Rack (CIR), one of which being Electric-Field Effects on Laminar Diffusion Flames (E-FIELD Flames). In E-FIELD Flames, an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame. Measurements are made of electric-field strength, the ion current passing through the flame, and flame characteristics such as the size, structure, tem perature, soot, and stability. Conducting the tests in microgravity allows for simplifications in the analysis, enabling new understanding and the potential development of less polluting and more efficient combustion technology for use on Earth."
PSI-22,E-FIELD Flames Final Report.pdf,90,"CAPTION TO VIDEO, WHICH IS NOT INCLUDED IN THIS LOG Oleg Artemyev of Roscosmos works within the Combustion Integration Rack (CIR) as a part of the ACME investigation. The crew conducted maintenance on the rack in order to prepare for EFIELD Flames to begin. Credits: NASA"
PSI-22,E-FIELD Flames Final Report.pdf,91,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 91 Appendix H. Crew Activity per the ISS Daily Summary Report The subsequent text is from the ‘ACME Crew Ops per the ISS Daily Summary Report’ section of the informal “ACME Operations (Ops) Log” prepared by Dennis Stocker, where the source information is available from https://blogs.nasa.gov/stationreport. Text was added identifying the investigation’s two rounds and intervening second round of the Coflow Laminar Diffusion Flame (CLD Flame) exp eriment. In contrast, EFIELD Flames operations listed under the heading “All activities are complete unless otherwise noted ” were not included in this report but can be seen in the ACME Ops Log. Many days of crew activity were only listed in that way, so this should not be seen as comprehensive. E-FIELD Flames round 1 featuring the coflow burner 2018 March 5: GMT 064 Combustion Integrated Rack (CIR) Advanced Combustion via Microgravity Experiments (ACME) ElectricField Effects on Laminar Diffusion (E-Field) Flames: The crew replaced the compensator module in the CIR Hi Bit-depth Multi-Spectral (HiBMS) Imaging package today. This is in preparation for the upcoming ACME E-Field Flames investigation. The ACME investigation is a set of five independent studies of gaseous flames to be conducted in the CIR."
PSI-22,E-FIELD Flames Final Report.pdf,91,"ACME’s pri mary goal is to improve fuel efficiency and reduced pollutant production in practical combustion on Earth. For E-Field Flames an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame. Conducting the tests in microgra vity allows for great simplifications in the analysis, enabling new understanding and the development of less polluting and more efficient combustion technology for use on Earth. 2018 March 8: GMT 067 Advanced Combustion via Microgravity Experiments (ACME ) Electric -Field Effects on Laminar Diffusion (E-Field) Flames: In preparation for the upcoming ACME E-Field Flames investigation the crew installed the ACME Mesh and replace a n ACME controller today. The ACME investigation is a set of five independent studies of gaseous flames to be conducted in the Combustion Integrated Rack (CIR). ACME’s primary goal is to improve fuel efficiency and reduce pollutant production in practical c ombustion on Earth. For E-Field Flames an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode."
PSI-22,E-FIELD Flames Final Report.pdf,91,"The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame. Conducting the tests in microgravity allows for great simplifications in the analysis, enabling new understanding and t he development of less polluting and more efficient combustion technology for use on Earth. 2018 March 20: GMT 079 Combustion Integrated Rack (CIR): The crew removed and replaced manifold bottles today to support the ongoing microgravity combustion research operations in the CIR. Testing for the ACME investigation is currently being performed in the CIR. ACME includes a set of five independent studies of gaseous flames. The primary goals of ACME are to improve fuel efficiency and reduce pollutant produc tion in routine fuel combustion activities on Earth. Its secondary goal is to improve spacecraft fire prevention through innovative research focused on materials flammability."
PSI-22,E-FIELD Flames Final Report.pdf,92,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 92 2018 March 30: GMT 089 Combustion Integrated Rack (CIR) Manifold #4 Bottle Replacement: As p art of ISS joint research, a Russian crewmember removed and replaced a CIR manifold #4 bottle on the front of the optics bench. CIR provides sustained, systematic microgravity combustion research and it houses hardware capable of performing combustion experiments to further research of combustion in microgravity. 2018 April 3: GMT 093 Advanced Combustion via Microgravity Experiments (ACME) Electric -Field Effects on Laminar Diffusion (E-Field) Flames: In preparation for the upcoming ACME E-Field Flames investigation the crew installed the ACME Mesh Positive Power Supply. The ACME investigation is a set of five independent studies of gaseous flames to be conducted in the Combustion Integrated Rack (CIR). ACME’s primary goal is to improve fuel efficiency and reduce pollutant production in practical combustion on Earth. For E-Field Flames an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high -voltage electric field. The resulting ion -driven wind can dramatically influence the stability and sooting behavior of the flame."
PSI-22,E-FIELD Flames Final Report.pdf,92,"Conducting the tests in microgravity allows for grea t simplifications in the analysis, enabling new understanding and the development of less polluting and more efficient combustion technology for use on Earth. 2018 April 10: GMT 100 Combustion Integrated Rack (CIR): The crew removed and replaced manifold bottles today to support the ongoing microgravity combustion research operations in the CIR. The ACME experiments being performed in the CIR include five independent studies of gaseous flames. The primary goals of ACME are to improve fuel effici ency and reduce pollutant product ion in routine fuel combustion activities on Earth. Its secondary goal is to improve spacecraft fire prevention through innovative research focused on materials flammability. 2018 May 7: GMT 127 Combustion Integrated Rack (CIR): During activation of the CIR on April 27th, a hard drive for the Image Processing and Storage Unit (IPSU) failed. Today the crew removed the failed drive, which will allow the IPSU to boot up from a second hard drive. The final E-Field Flames run will be executed after verification of proper operation of the CIR. The ACME experiments being performed in the CIR include five independent studies of gaseous flames. The primary goals of ACME are to improve fuel efficiency and reduce pollutant production in routine fuel combustion acti vities on Earth."
PSI-22,E-FIELD Flames Final Report.pdf,92,Its secondary goal is to improve spacecraft fire prevention through innovative research focused on materials flammability. 2018 May 14: GMT 134 Combustion Integrated Rack (CIR): The crew replaced CIR manifold bottles today to support the ongoing microgravity combustion research operations in the CIR. They also replaced a seal as part of routine CIR maintenance. The Advanced Combustion via Microgravity Experiments (ACME) experiments being performed in the CIR include five independent studies of gaseous flames. The primary goals of ACME are to improve fuel efficiency and reduce pollutant production in routine fuel combustion activities on Earth. Its secondary goal is to improve spacecraft fire prevention through innovative research focused on materials flammability.
PSI-22,E-FIELD Flames Final Report.pdf,93,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 93 CLD Flame round 2 featuring ethylene E-FIELD Flames round 2 featuring the 2.1-mm gas-jet burner 2018 September 27: GMT 270 Combustion Integrated Rack (CIR): The crew removed and replaced the CIR manifold bottle #4. The new manifold bottle contains a mixture of ethylene fuel and nitrogen diluent to support the Electric -Field Effects on Laminar Diffusion Flames (E-Field flames) investigation, part 2. The Combustion Integrated Rack (CIR) includes an optics bench, combustion chamber, fuel and oxidizer control, and five different cameras for performing combustion experiments in microgravity. 2018 October 10: GMT 283 Advanced Combustion via Microgravity Experiments (ACME) / Electric-Field Effects on Laminar Diffusion (E-FIELD) Flames: The crew replaced the Manifold 4 bottle and the ground will be downlinking files from ACME test points and monitoring the bottle pressure. For E-Field Flames an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame."
PSI-22,E-FIELD Flames Final Report.pdf,93,"Conducting the tests in microgravity allows for great simplifications in the analysis, enabling new understanding and the development of less polluting and more efficient combustion technology for use on Earth. 2018 October 18: GMT 291 Combustion Integrated Rack (CIR): The ISS crew swapped out CIR Manifold #4 (1-letre) Bottles. One bottle contains 100% C2H4 and the other contains 40% CH4. The CIR includes an optics bench, combustion chamber, fuel and oxidizer control, and five different cameras for performing combustion experiments in microgravity. 2018 October 22: GMT 295 Combustion Integration Rack (CIR) / Advanced Combustion via Microgravity Experiments (ACME) / Electric-Field Effects on Laminar Diffusion (E-FIELD) Flames Hardware Replacement: Today the crew removed the negative power supply and installed the positive power supply in support of the continuing E-Field Flames part 2 investigation. For E-Field Flames an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions, which are naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame."
PSI-22,E-FIELD Flames Final Report.pdf,93,"Conducting the tests in microgravity allows for great simplifications in the analysis, enabling new understanding and the development of less polluting and more efficient combustion technology for use on Earth. 2018 October 31: GMT 304 Combustion Integration Rack (CIR) Manifold Bottle Replacement: In support of part 2 of the CIR / Advanced Combustion via Microgravity Experiments (ACME) / Electric-Field Effects on Laminar Diffusion (E-FIELD) Flames operations, the crew removed the 30% ethylene, 70% nitrogen fuel bottle and replaced it with a 100% methane fuel bottle today. For E-Field Flames, an electric field with voltages as high as 10,000 volts is established between the burner and a mesh electrode. The motion of the charged ions,"
PSI-22,E-FIELD Flames Final Report.pdf,94,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 94 naturally produced within the flame, are strongly affected by a high-voltage electric field. The resulting ion-driven wind can dramatically influence the stability and sooting behavior of the flame. Conducting the tests in microgravity allows for simplifications in the analysis, enabling new understanding and the development of less pollution and more efficient combustion technology for use on Earth. 2018 November 1: GMT 305 Combustion Integration Rack (CIR) Burst Disc Removal: The crew removed the burst discs from the argon and checked gas manifolds in the CIR Gas Chromatography (GC) system. These burst discs are considered redundant with the pressure relief valves in the system and issues with the helium burst disc have occurred in the past. Following this activity, the valves for all three gas bottles were opened. The GC will be used with the future Advanced Combustion via Microgravity Experiment (ACME) investigation entitled Burning Rate Emulator (BRE), which focuses on spacecraft fire prevention."
PSI-22,E-FIELD Flames Final Report.pdf,95,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 95 Appendix I. Crew Activity per the NASA Space Station Blog The subsequent text is from the ‘ACME Crew Activity per the NASA Space Station Blog ’ section of the informal “ACME Operations (Ops) Log” prepared by Dennis Stocker, where the source materials is available from https://blogs.nasa.gov/spacestation/. Neglecting minor reformatting, the only change was the addition of text identifying the investigation’s two rounds and intervening second round of the Coflow Laminar Diffusion Flame (CLD Flame) experiment. Note that hyperlinks were generally not included in the excerpts below. E-FIELD Flames round 1 featuring the coflow burner March 8, 2018 - Plant and Flame Studies Alongside Plumbing, Life Support Work After lunch, Tingle opened up the Combustion Integrated Rack and installed new gear to get ready for the Advanced Combustion Microgravity Experiment (ACME). ACME is a set of five independent studies researching gaseous flames in space that may enable more fuel efficient and less polluting technologies. April 3, 2018 - Resupply Ship Midway to Station Amid Maintenance and Science Work Tingle swapped out Combustion Integrated Rack hardware in the Destiny lab module."
PSI-22,E-FIELD Flames Final Report.pdf,95,"April 10, 2018 - Crew Researches Biology and Physics, Practices for Emergency Commander Anton Shkaplerov swapped manifold bottles inside the Combustion Integrated Rack, a device that enables the safe observation of flames and soot on the orbital laboratory. Shkaplerov’s work today is in support of the Advanced Combustion Microgravity Experiment (ACME). ACME is a set of five independent studies researching gaseous flames in space that may enable more fuel efficient and less polluting technologies on Earth. April 18, 2018 - Lab Tests and Life Science as Station Orbits Higher Today Feustel installed new firewall gear in the Harmony module before replacing manifold bottles in the Combustion Integrated Rack. CLD Flame round 2 featuring ethylene E-FIELD Flames round 2 featuring the 2.1-mm gas-jet burner September 19, 2018 - Physics, Human Research on Lab as Japan Announces Launch Date NASA astronauts Ricky Arnold and Serena Auñón-Chancellor worked on separate science gear today that enables research into flames, fuels and high temperatures in space. Arnol d spent most of Wednesday replacing experiment hardware inside the Combustion Integrated Rack."
PSI-22,E-FIELD Flames Final Report.pdf,96,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 96 October 18, 2018 - Liquid and Flame Science Work amid Japanese, Russian Maintenance Fluid physics and combustion research on the International Space Station helps scientists understand how well-known phenomena on Earth behaves in microgravity. ... The way flames burn and create soot in space can also create safety issues for crews. … Sergey Prokopyev of Roscosmos opened up the Combustion Integrated Rack in the afternoon and replaced manifold bottles that conta in gases for flame experiments. The fli ght engineer also packed items for disposal on a Japanese cargo ship and checked on Russian ventilation and air conditioning systems. October 22, 2018 - Genetics, Vision and Earth Studies Aboard Station Today Gerst started his day in the U.S. Destiny lab module replacing hardware inside the Combustion Integrated Rack that enables gas and flame studies. October 26, 2018 - Spacesuits and High-Temp, Fire Science Focus of Crew Today Fellow flight engineers Serena Auñón-Chancellor of NASA and Sergey Prokopyev of Roscosmos worked on advanced science hardware. The two devices, the Electrostatic Levitation Furnace (ELF) and the Combustion Integrated Rack (CIR), enable the safe research of high temperatures, flames and gases."
PSI-22,E-FIELD Flames Final Report.pdf,96,"October 31, 2018 - Physics, Combustion and Biology Science Ahead of Station’s 20th Anniversary Cosmonaut Sergey Prokopyev worked inside the U.S. Destiny lab module replacing the Combustion Integrated Rack’s (CIR) fuel bottles. The CIR has been enabling research and observations into how fuels and flames burn in space on the orbital lab for over ten years. Results may guide the development of rocket engines and fire safety aboard spacecraft. November 9, 2018 - Crew Ends Week Researching Space Physics, Biology and Time Flight Engineer Sergey Pr okopyev from Roscosmos … swapped fuel bottles inside the Combustion Integrated Rack to maintain ongoing flame and gas research aboard the station."
PSI-22,E-FIELD Flames Final Report.pdf,97,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 97 Appendix J. Summary of the ISS data collection The E-FIELD Flames data is all digital and includes both image and non-image data, where this is true for the other current ACME experiments. To be clear, there is no collection of soot or other physical samples that are subsequently transported to the ground. The E-FIELD Flames image data includes images from the ACME DataCam, the CFI intensified camera (used with the CH* filter), and the High -Bitdepth Multispectral (HiBMs) camera (equipped with a red filter corresponding to the opposing CIR illumination p ackage). The DataCam images are in a Halcon Iconic Object (hobj) format, while the images from the CFI and HiBMs cameras are in a Tagged Image File (tif) format. In contrast, the analog video was recorded on the ground in a Transport Stream (ts) format. The key non-imaging data from a test is a comma-delimited file that is described in detail in the Software Interface Design Description (ACME-DOC-010 Rev. D). The data is currently archived at NASA and work is underway to make it available publicly through NASA’s Physical Science Informatics System (PSI)."
PSI-22,E-FIELD Flames Final Report.pdf,98,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 98 Appendix K. Publications, presentations, awards, and outreach K.1 Publications and Presentations with ISS Results Invited Technical Lectures/Presentations 108. Lund University, Center for Combustion Science and Techno logy (CECOST) - Boutique Combustion - electric flames; burning ice, seeing through the diesel mist, hot a ir balloons, December 3, 2019. 107. University of Maryland, Fire Protection Engineering Department Seminar - Boutique Flames – in microgravity with electric fields; burning ice; and hot-air balloons, May 10, 2019. 106. Princeton University, Mechanical and Aerospace Engineering Seminar - Electric Field Effects on Laminar Diffusion Flames, February 8, 2019. 105. ME Graduate Student Association Research Sym posium (MEGSA), University of California, Riverside, Invited Keynote - Electrical Aspects of Flames: Experiments on the International Space Station, May 25, 2018. 104. Multi Agency Coordinating Committee for Combustion Research (MACCCR), Sandia National Laboratories, Livermore, CA - Electric Field Effects on Flames in Microgravity on the International Space Station, April 11, 2018. 36th Annual Meeting of the American Society for Gravitational and Space Research (ASGSR) - E-FIELD Flames - Electric Field Effects on L aminar Diffusion Flames (presented in the Physical Sciences Plenary), Nov. 5-6, 2020."
PSI-22,E-FIELD Flames Final Report.pdf,98,"36th Annual Meeting of the American Society for Gravitational and Space Research (ASGSR) - ACME E-FIELD Flames experiment — new data in PSI, Nov. 5-6, 2020. 36th Annual Meeting of the American Society for Gravitational and Space Research (ASGSR) - PSI Update and Demonstration,” Nov. 5-6, 2020 . ( where E -FIELD Flames was used as the PSI demonstration experiment) North America Taiwanese Professors’ Association (NATPA) – Southern California (SoCal) Spring Meeting, CSU San Marcos — Microgravity Electric-Field Flames on International Space Station (ISS), April 28, 2018. Conference Papers (full papers, acceptance based on abstract) D.179 Chien, Y. -C., Tinajero, J., Stocker, D., Hegde, U., and Dunn -Rankin, D. (2018) “Electric-Field Effects on Flames in Microgravity on the International Space Station,"" Spring Technical Meeting, Central States Section/The Combustion Institute, Minneapolis, MN, May 20- 22. D.185 Chien, Y.-C., Tinajero, J., Stocker, D., Hegde, U., and Dunn-Rankin, D. (2019) “Current and Flame Changes with Electric Fields in Microgravity,"" Paper 2F18, 11th US National Combustion Meeting, Pasadena, CA, March 24-27. D.188 Chien, Y.-C., Stocker, D., Hegde, U. and Dunn-Rankin, D."
PSI-22,E-FIELD Flames Final Report.pdf,98,"(2019) “Microgravity Experiments with Methane Jet Flames under Electric Field Influence on-board the International Space Station (ISS)"" 12th Asia-Pacific Conference on Combustion, Fukuoka, Japan, July 1-5. Pichugin, S., Artemiev, O., Prokopiev, S., Kononenko, O., Novitsky, O., and Frolov , S. (2019) , “Investigations at ISS on Combustion of Gas Mixtures. Sample Results and Technical Experience,” XIII International Scientific and Practical Conference ‘Manned Flights in Space,’ Star City, Russia, Nov. 13-15 Conference Papers (only abstract required) E.110 Chien, Y. -C., Tinajero, J., Stocker, D., Hegde, U., and Dunn-Rankin, D. (2018) “Small Diffusion Flames under the Influences of Electric Fields: Microgravity and Gravity,"" Work-in-Progress Poster 1P065, 37th International Symposium on Combustion, Dublin, Ireland, July 29-Aug. 3."
PSI-22,E-FIELD Flames Final Report.pdf,99,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 99 E.111 Chien, Y. -C., Stocker, D., Hegde, U. and Dunn -Rankin, D. (2019) “Microgravity Experiments Examining Electric Field Effects on Laminar Methane Gas -Jet Diffusion Flames,"" Annual Meeting of the American Society for Gravitational and Space Research (ASGSR), Denver, CO, November 2023. Chien, Y.-C., Tinajero, J., Stocker, D., Hegde, U. and Dunn-Rankin, D. (2018) “Microgravity Experiments of Electric Field Effects on Laminar Ethylene/Air Diffusion Flames.” 34th Annual Meeting of the American Society for Gravitational and Space Research (ASGSR), Rockville, MD, Oct. 31 to Nov. 3. K.2 Publications and Presentations (comprehensive list) Graduate Students Ph.D. Dissertations A.19 Karnani, S. (2011) “Electrical Control of Combustion in Microgravity."" https://search.proquest.com/docview/919052642 A.24 Chien, Yu-Chien (Alice) (2015) “Electrical Aspects of Impinging Flames."" https://escholarship.org/uc/item/0ms7b11c A.29 Tinajero, J. (2017) “Flame Dynamics and Chemi-Ion Flows Driven by Applied Electric Fields."" https://escholarship.org/uc/item/3273d8pg Escofet-Martin, D. (2017) “Laser Diagnostics for Hig h Pressure Combustion,” Ph. D. dissertation, University of California, Irvine. Sauer, V. (2017) “Analysis of Laminar Nonpremixed Stagnation Flow and Swirl -Type Tubular Flames,” Ph. D."
PSI-22,E-FIELD Flames Final Report.pdf,99,"dissertation, University of California, Irvine. https://escholarship.org/uc/item/48h0j39b Lopez-Camara, C. -F. (2020) “Numerical Study of Non -Premixed Methane/Air Flames Behavior under Different Body Forces: Buoyancy and Electric Field,” Ph. D. dissertation, University of California, Irvine (in Civil and Environmental Engineering). M.S. Theses and Projects B.45 Tsai, H.-J. (2011) “Attempts to Model Electrical Field Effects on Flames."" (project) B.53 Martin, David Escofet (2014) “OH PLIF Measurements in an Impinging Non-Premixed Flame."" (project) B.58 Tinajero, Jesse (2014) “Chemi-Ion Driven Flows in an Electric Field."" https://escholarship.org/uc/item/8qv144fb B.62 Ricchuiti, Valentina (2016) “OpenFOAM Simulations of Impinging Coflow Flames, including Chemi-Ionization and Electric Fields."" https://escholarship.org/uc/item/9bc396vc Senior Scholars/Researchers Kiyotaka Yamashita, Post Doctoral Scientist, University of Tokyo, summer 2008 - Numerical Simulation of Electric Effects in Diffusion Flames Valentina Ricchiuti - Researcher 2014 - CFD of Combustion using OpenFOAM; Researcher 2016 - CFD of Electrical Properties of Flames using LBNL code Yu-Chien (Alice) Chien, Post Doctoral Project Scientist, 2016 -present - Lasers, Flames, and Aerosols Laboratory manager and NASA Electric Field Effects on Flames project"
PSI-22,E-FIELD Flames Final Report.pdf,100,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 100 Visiting Researchers (Thesis Study) C.4 Francesco Borgatelli, Polytechnic Milano - Engineering Degree student, 2006 - Feedback control of flames with electric fields, “Behavior of a Small Diffusion Flame Affected by an Electric Field,"" degree conferred 2008/2009."
PSI-22,E-FIELD Flames Final Report.pdf,100,"C.8 Julian Glorian, Universite D'Orleans, France - Engineering Degree student 2011 - Computational study of ions and excited state species in a methane/air laminar diffusion ame C.9 Claudio Gi ani, Polytecnico Milano - Engineering Degree student 2011/2012 - Swirl designs for miniature film combustor C.10 David Escofet Martin, Universitat Politcnica de Catalunya, Terrassa, Engineering Degree student 2011/2012 - Laser Spectroscopy Techniques: 2D OH Planar Laser Induced Fluorescence C.11 Laia Torregrosa Sauret, Universitat Politcnica de Catalunya, Terrassa, Engineering Degree student 2012/2013 - Automated Measurements in a Counterow Flame C.12 Joan Santacana Vall, Universitat Politcnica de Catalunya , Terrassa, Engineering Degree student 2012/2013 - Automated Measurements in a Hydrate Flame C.13 Marco Minniti, Polytecnico Milano - Engineering Degree student 2012/2013 - Thin Filament Pyrometry for Combustion System Temperatures C.14 Valentina Ricchiuti , Polytecnico Milano - Engineering Degree student 2012/2013 - Chemical Kinetics in a Water-Laden Non-Premixed Counterow Flame C.17 Claudia Lopez Camara, Escola Tècnica Superior d’Enginyeria Química, Universitat Rovira i Virgili, Tarragona, Spain visiting M .Sc."
PSI-22,E-FIELD Flames Final Report.pdf,100,"student 2014/2015 - Numerical Simulation of a Co -Flow Methane/Air Flame Including Ions and Excited Species C.18 Albert Aguilera Roman, Universitat Politcnica de Catalunya, Terrassa, Engineering Degree student 2014/2015 - Relating CH* Chemiluminescence to Charged Species in a Nonpremixed Methane Flame C.21 Filippo Colagrande, Politecnico Milano - Engineering Degree student 2015/2016 - Study on Plasma Treatment of NOx in Engine Exhaust Gas; thesis date: September 2016 Visiting Scholar Internship Projects (with reports) D.2 Benjamin Debareix, ISAE, ENSMA, France - Intern student 2011 (no formal report) – OpenFOAM Computation of Jet Diffusion Flame Impinging on a Surface D.3 Mishal Francis, University of Glasgow - Intern student 2011/2012 - IR detection of electrical effects on small diffusion flames D.4 Joshua Jacobs, University of Glasgow - Intern student 2011/2012 - Soot imaging in small diffusion flames D.8 Fabien Plongeron, ENSMA, 2012: Image processing for chemiluminescense in sooting flames D.34 Guillaume Eplenier, ENSMA, 2015; Chemical kinetics calculations of flames with ions and excited species D.35 Sarah Benhaddou, ENSMA, 2016; Treatment of exhaust gases using non-thermal plasma D.36 Louise Autef, ENSMA, 2016; Experiments and modeling of small diffusion flames in electric fields D.43 Guillaume Bernard, ENSMA, 2016; Electrically controlled flames Undergraduate Students Fr"
PSI-22,E-FIELD Flames Final Report.pdf,100,ancisco Villegas - CAMP Summer Scholar (2017) - ethylene flames under electric field influence Igor Alves - Brazil Science withou t Borders Scholar (2016) - schlieren imaging of flames under the influence of an electric field Miguel Plascencia - CAMP Summer Scholar (2013) - construction of microgravity electric-field burner system
PSI-22,E-FIELD Flames Final Report.pdf,101,"ACME/E-FIELD Flames Final Report (2019) 10 April 2021 101 Daniel Jaimes - CAMP Summer Scholar (2012) - sodium line reversal for temperature measurements in flames Adrian Garcia - UC LEADS Scholar (2011) - Prosilica camera image analysis for zero gravity flame experiment Tony Eguavoen - CAMP Summer Scholars Program (2010) - optical pyrometry for non -invasive temperature measurements in combustion; Maribel Jaquez - UC-LEADS Scholar, pre B.S. (2010) - electrical effects on di ffusion flames (E-FIELD Flames) Martin Tajiboy - CAMP Summer Scholars Program (2008) - enclosure for electrical study of di ffusion flames Raymond Valdes - CAMP Summer Scholars Program (2007) - ow panel for magnetic effects on flames study Invited Technical Lectures/Presentations 108. Lund University, Center for Combustion Science and Technology (CECOST) - Boutique Combustion - electric flames; burn ing ice, seeing through the diesel mist, hot air balloons, December 3, 2019. 107. University of Maryland, Fire Protection Engineering Department Seminar - Boutique Flames – in microgravity with electric fields; burning ice; and hot-air balloons, May 10, 2019. 106. Princeton University, Mechanical and Aerospace Engineering Seminar - Electric Field Effects on Laminar Diffusion Flames, February 8, 2019. 105."
PSI-22,E-FIELD Flames Final Report.pdf,101,"ME Graduate Student Association Research Symposium (MEGSA), University of California, Riverside, Invited Keynote - Electrical Aspects of Flames: Experiments on the International Space Station, May 25, 2018. 104. Mul ti Agency Coordinating Committee for Combustion Research (MACCCR), Sandia National Laboratories, Livermore, CA - Electric Field Effects on Flames in Microgravity on the International Space Station, April 11, 2018. 102. University of California, San Diego, Combustion and Engineering Physics Seminar - Electrical Field Effects on Laminar Diffusion Flames, November 6, 2017. 101. KAUST Clean Combustion Research Center - New Combustion Concepts, Saudi Arabia, Invited Keynote - Electrical Aspects of Flames, Methan e Hydrate Combustion, and Miniature Film Combustors, March 7, 2017. 100. University of California, Irvine, MAE Department Seminar - Lasers, Flames, and Aerosols: A Few Fringe Topics in Combustion, March 3, 2017 97. University of Southern California, Mechanical Engineering Seminar - Fringe Topics in Combustion, April 20, 2016 94. Seoul National University, Seoul, Korea, Aerospace Engineering Semina r - Electrical Aspects of Combustion, December 8, 2015 86. Louisiana State University, Baton Rouge, Department o f Mechanical and Industrial Engineering Seminar - Electrical Actuation of Small Diffusion Flames, April 4, 2014 78."
PSI-22,E-FIELD Flames Final Report.pdf,101,"China Lake Naval Warfare Cen ter Lecture Series - Recent Research in Combustion - August 10, 2011 72. UCLA Mechanical Engineering Departmental Seminar - Using Old Fuels in New Ways and New Fuels in Old Ways, December 11, 2009 71. UCI MAE Departmental Seminar - Recent Research in the Lasers, Flames, and Aerosols Laboratory, October 14, 2009 70. NASA Glenn Research Center, Cleveland, Ohio - Electric Field Effects in a Small Co-Flow Diffusion Flame, (with S. Karnani), May 21, 2009"
