,t/(Do)2 (s/mm2),(D/Do)2,,,t/(Do)2 (s/mm2),Dflame/Dodrop,,t/(Do)2 (s/mm2),Dflame (mm),,Flame Radiance I,t/(Do)2,Flame Radiance (W),,Flame Radiance II,t/(Do)2,Flame Radiance (W),,,t/(Do)2,Cool Flame Dia (HWFM),,t/(Do)2,Cool Flame Dia (peak-peak),,,Simulations,t (s),D (mm),K(mm^2/sec),T_max(K),D_Tmax/D_drop,D_OHm/D_drop,,t/do^2 (s/mm2),(d/do)^2,Dflame(mm),,t/do2(s/mm2),Radiance (W),,,
,,,,,,,,,,,,1.80918,3.12158,,,,,,,,,,,,,,,4.95744,4.36578,0.433681,1355.53,6.11303,6.36848,,0.244811852,0.941236297,26.68814411,,,,,,
,,,,,,,,,,,,1.81159,3.15036,,,,,,,,,,,,,,,4.95985,4.36566,0.433746,1355.21,6.11335,6.36931,,0.244930864,0.941184555,26.68880756,,,,,,
,,,,,,,,,,,,1.83816,3.09305,,,,,,,,,,,,,,,4.96949,4.36518,0.433994,1353.96,6.11604,6.37207,,0.245406914,0.940977602,26.69761549,,,,,,
,,,,,,,,,,,,1.83816,3.09305,,,,,,,,,,,,,,,4.97431,4.36494,0.434097,1353.43,6.11756,6.37322,,0.245644938,0.940874134,26.70278235,,,,,,
,,,,,,,,,,,,1.84058,2.95429,,,,,,,,,,,,,,,4.98395,4.36446,0.434376,1352.46,6.12055,6.37547,,0.246120988,0.940667214,26.71289565,,,,,,
,,,,,,,,,,,,1.843,2.95429,,,,,,,,,,,,,,,4.9936,4.36398,0.434618,1351.56,6.12362,6.37762,,0.246597531,0.940460318,26.72335521,,,,,,
,,,,,,,,,,,,1.843,2.95429,,,,,,,,,,,,,,,5.02252,4.36254,0.435346,1349.17,6.1333,6.384,,0.248025679,0.939839766,26.75676658,,,,,,
,,,,,,,,,,,,1.843,2.92729,,,,,,,,,,,,,,,5.06108,4.36061,0.436283,1346.45,6.14713,6.39295,,0.249929877,0.939008374,26.80523655,,,,,,
,,,,,,,,,,,,1.8599,3.00903,,,,,,,,,,,,,,,5.24203,4.3515,0.440573,1334.93,6.22547,6.4818,,0.258865679,0.935089,27.09013271,,,,,,
,,,,,,,,,,,,1.86232,2.87403,,,,,,,,,,,,,,,5.28783,4.34918,0.441638,1331.68,6.24439,6.50182,,0.261127407,0.934092181,27.1579761,,,,,,
,,,,,,,,,,,,1.86232,2.7451,,,,,,,,,,,,,,,5.33363,4.34685,0.442709,1328.09,6.25158,6.52067,,0.263389136,0.933091601,27.17468052,,,,,,
,,,,,,,,,,,,1.86232,2.57424,,,,,,,,,,,,,,,5.37486,4.34475,0.443657,1323.37,6.25768,6.53615,,0.265425185,0.93219025,27.18805518,,,,,,
,,,,,,,,,,,,1.8599,2.48143,,,,,,,,,,,,,,,5.40062,4.34343,0.444251,1320.19,6.26149,6.54428,,0.266697284,0.931623909,27.19634351,,,,,,
,,,,,,,,,,,,1.87198,2.7451,,,,,,,,,,,,,,,5.42639,4.34211,0.444845,1317.48,6.26607,6.55086,,0.267969877,0.931057741,27.20796521,,,,,,
,,,,,,,,,,,,1.87681,2.79596,,,,,,,,,,,,,,,5.44956,4.34092,0.44537,1315.33,6.27074,6.55637,,0.269114074,0.930547479,27.22078068,,,,,,
,,,,,,,,,,,,1.87923,2.79596,,,,,,,,,,,,,,,5.47273,4.33973,0.445895,1313.51,6.27594,6.56144,,0.270258272,0.930037357,27.2358851,,,,,,
,,,,,,,,,,,,1.87923,2.64612,,,,,,,,,,,,,,,5.51908,4.33735,0.446916,1310.38,6.28741,6.57194,,0.27254716,0.929017532,27.27069776,,,,,,
,,,,,,,,,,,,1.8913,2.57424,,,,,,,,,,,,,,,5.54225,4.33615,0.447416,1308.7,6.29371,6.57842,,0.273691358,0.928503547,27.29047062,,,,,,
,,,,,,,,,,,,1.89372,2.50431,,,,,,,,,,,,,,,5.56542,4.33496,0.447899,1307.47,6.30013,6.5846,,0.274835556,0.927993985,27.31081154,,,,,,
,,,,,,,,,,,,1.89855,2.30572,,,,,,,,,,,,,,,5.58365,4.33402,0.448273,1306.39,6.30531,6.59055,,0.275735802,0.927591573,27.32733965,,,,,,
,,,,,,,,,,,,1.9058,2.20228,,,,,,,,,,,,,,,5.71126,4.32738,0.450911,1298.29,6.34358,6.66606,,0.282037531,0.92475149,27.45108122,,,,,,
,,,,,,,,,,,,1.9058,2.10348,,,,,,,,,,,,,,,5.74408,4.32567,0.451584,1295.62,6.35219,6.68252,,0.283658272,0.924020788,27.47747772,,,,,,
,,,,,,,,,,,,1.90821,2.10348,,,,,,,,,,,,,,,5.7674,4.32445,0.452063,1293.39,6.35697,6.69357,,0.284809877,0.923499645,27.49039892,,,,,,
,,,,,,,,,,,,1.91063,2.16221,,,,,,,,,,,,,,,5.78736,4.32341,0.452458,1291.21,6.35968,6.70243,,0.285795556,0.923055508,27.49550411,,,,,,
,,,,,,,,,,,,1.91063,2.20228,,,,,,,,,,,,,,,5.80488,4.32249,0.452806,1289.13,6.36119,6.70974,,0.286660741,0.922662706,27.49618016,,,,,,
,,,,,,,,,,,,1.91304,2.20228,,,,,,,,,,,,,,,5.8224,4.32157,0.453184,1286.92,6.36198,6.71651,,0.287525926,0.922269988,27.49374191,,,,,,
,,,,,,,,,,,,1.91304,2.24309,,,,,,,,,,,,,,,5.85744,4.31973,0.453868,1282.84,6.36487,6.72661,,0.289256296,0.921484804,27.49451989,,,,,,
,,,,,,,,,,,,1.92271,2.28465,,,,,,,,,,,,,,,5.87313,4.31891,0.454158,1281.43,6.36916,6.73047,,0.290031111,0.921134992,27.50782882,,,,,,
,,,,,,,,,,,,1.93478,2.14245,,,,,,,,,,,,,,,5.88687,4.31818,0.454417,1279.88,6.36943,6.7344,,0.29070963,0.92082363,27.50434524,,,,,,
,,,,,,,,,,,,1.9372,2.14245,,,,,,,,,,,,,,,5.89911,4.31754,0.454674,1278.98,6.37425,6.73656,,0.291314074,0.920550699,27.52107935,,,,,,
,,,,,,,,,,,,1.94203,2.12288,,,,,,,,,,,,,,,5.9081,4.31707,0.454844,1278.12,6.37506,6.73884,,0.291758025,0.920350291,27.52158027,,,,,,
,,,,,,,,,,,,1.94928,1.95453,,,,,,,,,,,,,,,5.91708,4.31659,0.455016,1277.33,6.37697,6.7409,,0.292201481,0.920145641,27.52676493,,,,,,
,,,,,,,,,,,,1.95894,1.84979,,,,,,,,,,,,,,,5.95302,4.3147,0.45569,1274.37,6.38563,6.74934,,0.293976296,0.919340054,27.55207776,,,,,,
,,,,,,,,,,,,1.95894,1.91897,,,,,,,,,,,,,,,6.12223,4.30572,0.458664,1260.66,6.41551,6.83001,,0.302332346,0.91551727,27.62338972,,,,,,
,,,,,,,,,,,,1.96135,1.95453,,,,,,,,,,,,,,,6.17315,4.303,0.45948,1255.22,6.4075,6.85746,,0.304846914,0.914360938,27.5714725,,,,,,
,,,,,,,,,,,,1.96377,2.02764,,,,,,,,,,,,,,,6.19861,4.30164,0.459867,1252.19,6.40006,6.8671,,0.306104198,0.913783046,27.5307541,,,,,,
,,,,,,,,,,,,1.97343,2.04634,,,,,,,,,,,,,,,6.22408,4.30028,0.460252,1249.14,6.3933,6.87429,,0.307361975,0.913205337,27.49298012,,,,,,
,,,,,,,,,,,,1.98309,1.99075,,,,,,,,,,,,,,,6.30046,4.29619,0.461299,1239.66,6.36812,6.8873,,0.311133827,0.911469063,27.35865346,,,,,,
,,,,,,,,,,,,1.98551,1.91897,,,,,,,,,,,,,,,6.32592,4.29482,0.461589,1236.15,6.3569,6.88659,,0.312391111,0.910887844,27.30174126,,,,,,
,,,,,,,,,,,,1.99034,1.93667,,,,,,,,,,,,,,,6.35139,4.29345,0.461827,1232.04,6.33856,6.88262,,0.313648889,0.91030681,27.21429043,,,,,,
,,,,,,,,,,,,1.99275,1.97256,,,,,,,,,,,,,,,6.3743,4.29222,0.461995,1227.65,6.31744,6.88575,,0.314780247,0.90978531,27.11584232,,,,,,
,,,,,,,,,,,,1.99275,2.08426,,,,,,,,,,,,,,,6.39722,4.29099,0.462116,1222.42,6.29134,6.87894,,0.315912099,0.90926396,26.99607703,,,,,,
,,,,,,,,,,,,2.00725,2.14245,,,,,,,,,,,,,,,6.42013,4.28975,0.462183,1216.5,6.2555,6.87277,,0.317043457,0.908738522,26.83453113,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44305,4.28852,0.462191,1209.95,6.2019,6.86478,,0.318175309,0.908217471,26.59697219,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46597,4.28728,0.46214,1202.28,6.1451,6.84501,,0.31930716,0.907692336,26.34576433,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48888,4.28605,0.46202,1193.57,6.07517,6.82928,,0.320438519,0.907171585,26.03848238,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5118,4.28481,0.46181,1184.02,5.98878,6.80039,,0.32157037,0.906646752,25.66078443,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53471,4.28358,0.461515,1173.4,5.88901,6.77708,,0.322701728,0.906126302,25.22604546,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55534,4.28247,0.461156,1162.88,5.78839,6.75506,,0.323720494,0.905656756,24.78860652,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59659,4.28025,0.460209,1140.31,5.54556,6.68593,,0.325757531,0.904718028,23.73638319,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68814,4.27534,0.456824,1088.01,5.01288,6.4486,,0.330278519,0.902643561,21.43176638,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70938,4.2742,0.455749,1077.14,4.9289,6.447,,0.331327407,0.902162254,21.06710438,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71819,4.27374,0.455268,1072.97,4.90042,6.39198,,0.331762469,0.901968078,20.94312097,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73582,4.2728,0.454239,1065.12,4.85326,6.33222,,0.332633086,0.90157135,20.73700933,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74464,4.27233,0.453691,1061.44,4.83394,6.29911,,0.333068642,0.901373019,20.65218688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75345,4.27186,0.45313,1057.94,4.817,6.25633,,0.333503704,0.901174709,20.57754962,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76227,4.27139,0.45256,1054.61,4.80235,6.23393,,0.333939259,0.900976421,20.51270977,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77108,4.27093,0.451991,1051.49,4.79038,6.21196,,0.334374321,0.900782374,20.45937765,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77989,4.27046,0.451426,1048.6,4.78132,6.18368,,0.334809383,0.900584129,20.41843581,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78871,4.27,0.450877,1045.92,4.77503,6.1635,,0.335244938,0.900390123,20.3893781,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79752,4.26953,0.450342,1043.44,4.77122,6.1397,,0.33568,0.900191922,20.37086693,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80634,4.26907,0.44983,1041.18,4.76949,6.11556,,0.336115556,0.899997959,20.36128667,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81515,4.2686,0.449338,1039.12,4.76955,6.09293,,0.336550617,0.8997998,20.35930113,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82397,4.26814,0.448851,1037.27,4.771,6.07228,,0.336986173,0.899605879,20.36329594,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8416,4.26721,0.447866,1034.15,4.77695,6.03594,,0.33785679,0.899213886,20.38424881,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85923,4.26629,0.446831,1031.73,4.78522,6.00521,,0.338727407,0.898826191,20.41513623,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87686,4.26537,0.445633,1029.91,4.79432,5.97919,,0.339598025,0.89843858,20.4495487,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88126,4.26514,0.445304,1029.54,4.79655,5.97337,,0.339815309,0.89834169,20.45795727,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89008,4.26468,0.444631,1028.91,4.80074,5.9625,,0.340250864,0.898147926,20.47361986,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89448,4.26445,0.444285,1028.63,4.80275,5.95742,,0.340468148,0.898051052,20.48108724,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9033,4.26399,0.443572,1028.14,4.80657,5.94804,,0.340903704,0.89785732,20.49516641,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92093,4.26307,0.442078,1027.39,4.81326,5.93248,,0.341774321,0.897469917,20.51926431,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93856,4.26216,0.440553,1026.85,4.81853,5.92031,,0.342644938,0.897086808,20.53734582,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95619,4.26125,0.439017,1026.45,4.82238,5.91059,,0.343515556,0.896703781,20.54936678,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18537,4.24965,0.424581,1022.26,4.82345,5.84136,,0.354833086,0.891828401,20.49797429,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27351,4.24526,0.422426,1021.27,4.8233,5.82633,,0.359185679,0.889986789,20.47616256,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4498,4.2365,0.420925,1020.31,4.82498,5.80986,,0.367891358,0.886317642,20.44102777,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26075,4.19552,0.434008,1019.1,4.8472,5.80289,,0.407938272,0.869253732,20.33652454,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17746,4.14663,0.45575,1016.66,4.90725,5.84787,,0.453207901,0.849113104,20.34855007,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0237,4.09888,0.474587,1012.94,4.98594,5.9105,,0.494997531,0.829669988,20.43676975,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7288,4.05722,0.488884,1009.42,5.05521,5.96794,,0.529817284,0.812890574,20.51009912,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.434,4.01393,0.501969,1005.3,5.12792,6.02592,,0.564641975,0.795636249,20.58311193,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2802,3.95989,0.516266,1000.25,5.21394,6.09751,,0.60642963,0.774356978,20.64662887,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1264,3.90361,0.529404,995.139,5.2979,6.16605,,0.648217284,0.752502273,20.68093542,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9726,3.84513,0.541424,989.941,5.38027,6.22926,,0.690004938,0.730124677,20.68783759,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5367,3.80493,0.548898,986.673,5.43064,6.27011,,0.717861728,0.714937892,20.66320506,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2419,3.7533,0.557695,982.658,5.49388,6.32132,,0.75268642,0.695667204,20.6201798,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.806,3.7109,0.564373,979.567,5.54507,6.36341,,0.78054321,0.68003846,20.57720026,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3702,3.6675,0.57075,976.507,5.59579,6.40532,,0.808404938,0.664225,20.52255983,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2164,3.60052,0.579719,972.249,5.66486,6.46769,,0.850192593,0.640184902,20.39644173,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0597,3.53147,0.587992,968.293,5.73318,6.53082,,0.891837037,0.615865697,20.24655317,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4814,3.49607,0.591946,966.419,5.76767,6.5626,,0.912661728,0.603580516,20.16417806,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9031,3.46008,0.595763,964.496,5.80041,6.593,,0.93348642,0.591217462,20.06988263,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3247,3.42347,0.599412,962.518,5.83148,6.62175,,0.954306173,0.578772684,19.96389684,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7464,3.38624,0.602853,960.605,5.86291,6.64884,,0.975130864,0.566252906,19.85322036,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2208,3.34361,0.606562,958.577,5.89822,6.68202,,0.998558025,0.552085325,19.72134737,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6951,3.30018,0.61014,956.683,5.9345,6.71645,,1.021980247,0.537836446,19.58491821,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1695,3.2559,0.613587,954.816,5.96985,6.75056,,1.045407407,0.523500484,19.43723462,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.549,3.21986,0.616221,953.319,5.99697,6.77699,,1.064148148,0.511975231,19.30940382,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0234,3.17402,0.619353,951.635,6.03251,6.81221,,1.087575309,0.497501381,19.14730739,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4029,3.1367,0.621799,950.516,6.06202,6.84388,,1.106316049,0.485870958,19.01473813,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8773,3.08921,0.624811,949.188,6.09963,6.88511,,1.12974321,0.471270046,18.84303799,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3517,3.04074,0.627693,947.809,6.13615,6.92531,,1.15317037,0.456597518,18.65843675,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.826,2.99127,0.630411,946.667,6.17575,6.9694,,1.176592593,0.441861541,18.4733357,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2055,2.95094,0.632562,945.955,6.2106,7.00945,,1.195333333,0.430027007,18.32710796,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.585,2.90991,0.634696,945.261,6.246,7.05066,,1.214074074,0.418151912,18.17529786,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9645,2.86815,0.636754,944.549,6.28129,7.09191,,1.232814815,0.406236268,18.01568191,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2799,2.83289,0.638387,944.049,6.31215,7.12818,,1.248390123,0.39630942,17.88162661,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5637,2.80069,0.63983,943.703,6.34198,7.1634,,1.262404938,0.387351332,17.76191997,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8475,2.76805,0.641266,943.406,6.37299,7.20049,,1.276419753,0.378375348,17.64075497,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1312,2.73494,0.642682,943.091,6.40393,7.23791,,1.29042963,0.36937762,17.51436431,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.415,2.70136,0.644061,942.813,6.43644,7.27684,,1.304444444,0.360362758,17.38714156,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6705,2.67071,0.645268,942.643,6.46681,7.31405,,1.317061728,0.352231699,17.27097414,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9259,2.63964,0.64646,942.514,6.49855,7.35333,,1.329674074,0.344083918,17.15383252,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1813,2.60815,0.647635,942.418,6.53153,7.39404,,1.34228642,0.33592328,17.03520997,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4367,2.57621,0.648814,942.249,6.56399,7.43405,,1.354898765,0.327746072,16.91021668,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6921,2.54382,0.649938,942.11,6.59701,7.47537,,1.367511111,0.319556553,16.78160598,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9475,2.51095,0.651021,942.087,6.63289,7.5204,,1.380123457,0.3113516,16.65485515,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1774,2.48094,0.65199,942.112,6.66679,7.56337,,1.391476543,0.303953742,16.53990598,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4073,2.45052,0.652927,942.112,6.70087,7.60643,,1.40282963,0.296545594,16.42061595,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6371,2.41968,0.653768,942.132,6.73584,7.65036,,1.414177778,0.289128459,16.29857733,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.867,2.38839,0.654853,942.183,6.77222,7.69593,,1.425530864,0.281699101,16.17470253,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0969,2.35664,0.655784,942.278,6.81037,7.74364,,1.436883951,0.274259362,16.04959036,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2693,2.33252,0.656457,942.357,6.83972,7.78025,,1.445397531,0.268674052,15.95378369,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6141,2.28342,0.657782,942.467,6.89879,7.85409,,1.462424691,0.257481822,15.75283506,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7865,2.25844,0.658421,942.562,6.92938,7.89256,,1.470938272,0.251879073,15.64958897,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9589,2.23316,0.659052,942.722,6.96051,7.93279,,1.479451852,0.246271782,15.54393251,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1888,2.19895,0.659893,942.93,7.00303,7.9879,,1.490804938,0.238784252,15.39931282,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3612,2.17291,0.660513,943.049,7.0351,8.02949,,1.499318519,0.233162364,15.28663914,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.591,2.13767,0.661304,943.227,7.07931,8.08664,,1.510666667,0.22566089,15.13322861,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7634,2.11082,0.66189,943.41,7.11416,8.13183,,1.519180247,0.220027707,15.01671121,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9933,2.07444,0.662667,943.646,7.1619,8.19399,,1.530533333,0.212508707,14.85693184,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2232,2.03737,0.663417,943.816,7.21002,8.25675,,1.54188642,0.204981556,14.68947845,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3956,2.00909,0.663962,943.953,7.24734,8.30532,,1.5504,0.1993305,14.56055832,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.568,1.98039,0.664489,944.126,7.2863,8.35616,,1.55891358,0.193676274,14.42971566,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7979,1.94141,0.665182,944.32,7.33927,8.42563,,1.570266667,0.186127051,14.24853217,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9128,1.92162,0.665514,944.383,7.36584,8.46049,,1.575940741,0.182351774,14.15434546,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0852,1.89151,0.666002,944.483,7.40678,8.51407,,1.584454321,0.176681979,14.00999844,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2001,1.87116,0.666309,944.564,7.43501,8.55105,,1.590128395,0.172900728,13.91209331,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3151,1.85058,0.666609,944.636,7.46364,8.58865,,1.595807407,0.169118338,13.81206291,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,1.82975,0.666908,944.683,7.49235,8.62639,,1.601481481,0.165332596,13.70912741,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5449,1.80868,0.667209,944.7,7.52111,8.66415,,1.607155556,0.161546832,13.60328123,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6599,1.78735,0.66748,944.707,7.55029,8.70233,,1.612834568,0.157759013,13.49501083,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7748,1.76575,0.667737,944.717,7.58019,8.74138,,1.618508642,0.15396904,13.38472049,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8897,1.74388,0.667984,944.72,7.6106,8.7811,,1.624182716,0.15017864,13.27197313,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0047,1.72172,0.668233,944.694,7.64115,8.82103,,1.629861728,0.146386161,13.15592078,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1196,1.69927,0.668453,944.621,7.6715,8.86063,,1.635535802,0.142593508,13.03594981,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2345,1.67651,0.668661,944.517,7.70199,8.90014,,1.641209877,0.138799298,12.91246325,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3495,1.65342,0.668844,944.393,7.73281,8.9399,,1.646888889,0.135002355,12.78558271,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4644,1.63001,0.669003,944.254,7.76424,8.98032,,1.652562963,0.131206548,12.65578884,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5794,1.60625,0.669147,944.054,7.79524,9.02027,,1.658241975,0.127409336,12.52110425,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6943,1.58212,0.669271,943.76,7.82515,9.05854,,1.663916049,0.123610059,12.38032632,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8092,1.55762,0.669358,943.347,7.85352,9.09453,,1.669590123,0.119811361,12.23279982,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9242,1.53272,0.669375,942.788,7.87963,9.12704,,1.675269136,0.116011388,12.07726649,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0391,1.50742,0.669387,942.036,7.9027,9.15522,,1.68094321,0.112213089,11.91268803,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.154,1.48168,0.669136,941.145,7.91992,9.17824,,1.686617284,0.108413611,11.73478707,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.269,1.4555,0.669136,940.065,7.93101,9.19485,,1.692296296,0.104616309,11.54358506,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3839,1.42884,0.668603,938.692,7.93633,9.20266,,1.69797037,0.10081895,11.33974576,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4988,1.4017,0.668097,936.912,7.93361,9.19611,,1.703644444,0.097025328,11.12054114,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6138,1.37405,0.667427,934.568,7.92052,9.17249,,1.709323457,0.09323523,10.88319051,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7287,1.34587,0.666578,931.487,7.88799,9.1284,,1.714997531,0.089450176,10.6162091,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8436,1.31712,0.665327,927.204,7.82254,9.04079,,1.720671605,0.085669387,10.30322388,,,,,,
