,t/(Do)2 (s/mm2),(D/Do)2,,,t/(Do)2 (s/mm2),Dflame/Dodrop,,t/(Do)2 (s/mm2),Dflame (mm),,Flame Radiance I,t/(Do)2,Flame Radiance (W),,Flame Radiance II,t/(Do)2,Flame Radiance (W),,,t/(Do)2,Cool Flame Dia (HWFM),,t/(Do)2,Cool Flame Dia (peak-peak),,,Simulations,t (s),D (mm),K(mm^2/sec),T_max(K),D_Tmax/D_drop,D_OHm/D_drop,,t/do^2 (s/mm2),(d/do)^2,Dflame(mm),,t/do2(s/mm2),Radiance (W),,,
EXPT,-0.200806,0.966184,,,0.00724638,12.8947,,0.00241546,1.57895,,,-0.195652,3.20874,,,-0.099839,0.987816,,,0.450886,6.90311,,0.444444,0,,,,0,4.5,-1.01677,2100,18.0038,1,,0,1,81.0171,,0.00240282,0.127959053,,,
,-0.193548,0.966184,,,0.00724638,13.2632,,0.00966184,1.68421,,,-0.183575,3.20874,,,-0.0933977,1.02482,,,0.457327,7.75087,,0.450886,0,,,,0,4.5,-1.01677,2100,18.0038,1,,0,1,81.0171,,0.004014099,2.175303903,,,
,-0.18629,0.968599,,,0.00724638,13.4737,,0.0120773,1.73684,,,-0.176329,3.20874,,,-0.0901771,1.02482,,,0.454106,8.84083,,0.434783,19.8616,,,,1E-10,4.5,-1.01677,2100,18.0038,8.40946,,4.93827E-12,1,81.0171,,0.006042296,3.838771593,,,
,-0.171774,0.971014,,,0.0120773,13.5789,,0.0169082,1.84211,,,-0.169082,3.2682,,,-0.0837359,1.02482,,,0.431562,23.6159,,0.441224,18.7716,,,,3E-10,4.5,-1.01677,2100,18.0038,8.26422,,1.48148E-11,1,81.0171,,0.008056395,6.014075496,,,
,-0.154839,0.97343,,,0.0120773,13.7368,,0.0217391,1.94737,,,-0.164251,3.2682,,,-0.0805153,1.03746,,,0.450886,23.8581,,0.460548,18.1661,,,,7E-10,4.5,-1.01677,2100,18.0038,8.32357,,3.45679E-11,1,81.0171,,0.010070493,8.445297505,,,
,-0.133065,0.97343,,,0.0144928,13.8947,,0.0241546,2,,,-0.15942,3.32876,,,-0.0708535,1.07632,,,0.457327,23.4948,,0.476651,17.8028,,,,1.5E-09,4.5,-1.01677,2100,18.0038,7.87012,,7.40741E-11,1,81.0171,,0.012084592,9.596928983,,,
,-0.130645,0.97343,,,0.0193237,13.8947,,0.031401,2,,,-0.149758,3.2682,,,-0.0644122,1.0896,,,0.463768,23.6159,,0.479871,17.6817,,,,3.1E-09,4.5,-1.01677,2100,18.0038,7.37034,,1.53086E-10,1,81.0171,,0.022155086,11.64427383,,,
,-0.120968,0.975845,,,0.0241546,13.8947,,0.0362319,1.94737,,,-0.147343,3.39044,,,-0.0611916,1.0896,,,0.47343,23.1315,,0.486312,17.8028,,,,6.3E-09,4.5,-1.01677,2100,18.0038,6.89032,,3.11111E-10,1,81.0171,,0.032225579,14.33141395,,,
,-0.11129,0.978261,,,0.0289855,13.9474,,0.0483092,1.68421,,,-0.144928,3.51725,,,-0.0611916,1.07632,,,0.489533,23.1315,,0.486312,17.8028,,,,1.27E-08,4.5,-1.01677,2100,18.0038,6.43085,,6.2716E-10,1,81.0171,,0.040281974,16.25079974,,,
,-0.0991935,0.985507,,,0.0362319,14.1579,,0.0507246,1.68421,,,-0.137681,3.39044,,,-0.057971,1.03746,,,0.489533,23.2526,,0.499195,18.045,,,,2.55E-08,4.5,-1.01677,2099.99,18.0038,6.1919,,1.25926E-09,1,81.0171,,0.052366566,18.5540627,,,
,-0.0895161,0.983092,,,0.0410628,14.3158,,0.0555556,1.57895,,,-0.125604,3.35946,,,-0.057971,1.05026,,,0.492754,23.2526,,0.502415,18.1661,,,,3.83E-08,4.5,-1.01677,2099.99,18.0038,5.92273,,1.89136E-09,1,81.0171,,0.064451158,20.7293666,,,
,-0.0725806,0.983092,,,0.0434783,14.4211,,0.0603865,1.57895,,,-0.128019,3.58243,,,-0.0515298,1.05026,,,0.508857,23.2526,,0.508857,18.1661,,,,6.39E-08,4.5,-1.01677,2099.99,18.0038,5.55648,,3.15556E-09,1,81.0171,,0.070493454,21.75303903,,,
,-0.0629032,0.987923,,,0.0507246,14.7368,,0.0676329,1.57895,,,-0.123188,3.45326,,,-0.041868,0.987816,,,0.52496,23.2526,,0.534622,18.045,,,,8.95E-08,4.5,-1.01677,2099.99,18.0038,5.33359,,4.41975E-09,1,81.0171,,0.082578046,23.28854766,,,
,-0.041129,0.987923,,,0.0507246,14.8421,,0.0700483,1.68421,,,-0.113527,3.35946,,,-0.041868,1.03746,,,0.52818,23.3737,,0.534622,18.045,,,,1.407E-07,4.5,-1.01676,2099.99,18.0038,4.83698,,6.94815E-09,1,81.0171,,0.098690836,24.05630198,,,
,-0.0314516,0.990338,,,0.0531401,15,,0.0748792,1.73684,,,-0.111111,3.42171,,,-0.041868,1.0896,,,0.531401,23.3737,,0.544283,18.045,,,,2.431E-07,4.5,-1.01676,2099.98,18.0038,3.89162,,1.20049E-08,1,81.0171,,0.108761329,24.8240563,,,
,-0.0120968,0.992754,,,0.0555556,15.3158,,0.0797101,1.78947,,,-0.10628,3.45326,,,-0.041868,1.11664,,,0.541063,23.3737,,0.547504,18.045,,,,3.455E-07,4.5,-1.01676,2099.98,18.0038,3.7401,,1.70617E-08,1,81.0171,,0.128902316,25.59181062,,,
,-0.00483871,0.992754,,,0.0603865,15.5263,,0.0869565,1.78947,,,-0.103865,3.35946,,,-0.0354267,1.11664,,,0.566828,23.6159,,0.553945,18.045,,,,5.503E-07,4.5,-1.01676,2099.97,18.0037,3.28799,,2.71753E-08,1,81.01665,,0.147029204,26.23160589,,,
,-0.00241935,0.992754,,,0.0628019,15.6316,,0.0942029,1.78947,,,-0.0966184,3.20874,,,-0.0322061,1.11664,,,0.566828,23.6159,,0.566828,17.9239,,,,7.551E-07,4.5,-1.01675,2099.97,18.0037,3.18428,,3.72889E-08,1,81.01665,,0.171198389,27.51119642,,,
,0.00967742,0.992754,,,0.0652174,15.8421,,0.0966184,2.10526,,,-0.0917874,3.29834,,,-0.0289855,1.15847,,,0.595813,23.6159,,0.586151,17.8028,,,,1.1647E-06,4.5,-1.01674,2099.96,18.0036,2.99861,,5.7516E-08,1,81.0162,,0.187311178,28.15099168,,,
,0.0217742,0.997585,,,0.0676329,15.8947,,0.10628,2,,,-0.089372,3.42171,,,-0.0289855,1.18723,,,0.586151,23.6159,,0.586151,17.8028,,,,1.5743E-06,4.5,-1.01674,2099.94,18.0036,2.968,,7.77432E-08,1,81.0162,,0.19939577,28.918746,,,
,0.041129,0.997585,,,0.0772947,16.1053,,0.123188,2,,,-0.0869565,3.51725,,,-0.0193237,1.2936,,,0.592593,23.6159,,0.602254,18.2872,,,,2.3935E-06,4.5,-1.01672,2099.92,18.0035,2.67106,,1.18198E-07,1,81.01575,,0.223564955,29.81445937,,,
,0.0604839,0.992754,,,0.0821256,16.2105,,0.130435,1.84211,,,-0.0772947,3.51725,,,-0.0128824,1.4095,,,0.602254,23.737,,0.605475,18.2872,,,,3.2127E-06,4.5,-1.0167,2099.9,18.0033,2.63827,,1.58652E-07,1,81.01485,,0.243705942,30.45425464,,,
,0.0822581,0.992754,,,0.140097,15.1579,,0.130435,1.78947,,,-0.0724638,3.32876,,,-0.0128824,1.4986,,,0.615137,23.8581,,0.611916,18.1661,,,,4.8511E-06,4.5,-1.01667,2099.85,18.0031,2.46109,,2.3956E-07,1,81.01395,,0.265861027,30.96609085,,,
,0.0870968,0.990338,,,0.135266,15.2632,,0.137681,1.57895,,,-0.0724638,3.29834,,,-0.0128824,1.61298,,,0.615137,23.8581,,0.618357,17.9239,,,,6.4895E-06,4.5,-1.01664,2099.8,18.0029,2.43476,,3.20469E-07,1,81.01305,,0.296072508,31.60588612,,,
,0.0991935,0.985507,,,0.125604,16.8421,,0.130435,2.05263,,,-0.0700483,3.23833,,,-0.0128824,1.73609,,,0.624799,23.8581,,0.618357,17.9239,,,,9.7663E-06,4.5,-1.01658,2099.7,18.0024,2.30703,,4.82286E-07,1,81.0108,,0.314199396,30.96609085,,,
,0.120968,0.980676,,,0.113527,17.3684,,0.147343,2,,,-0.0676329,3.23833,,,-0.0128824,1.84582,,,0.628019,23.8581,,0.640902,17.6817,,,,1.30431E-05,4.5,-1.01652,2099.61,18.0019,2.27704,,6.44104E-07,1,81.00855,,0.318227593,28.79078695,,,
,0.133065,0.975845,,,0.178744,17.1053,,0.147343,2,,,-0.0507246,3.32876,,,-0.0128824,1.93859,,,0.647343,23.8581,,0.640902,17.6817,,,,1.95967E-05,4.5,-1.0164,2099.42,18.0009,2.25674,,9.67738E-07,1,81.00405,,0.322255791,26.61548305,,,
,0.147581,0.975845,,,0.176329,17.2105,,0.154589,2,,,-0.057971,3.48511,,,-0.00644122,2.30154,,,0.663446,23.4948,,0.640902,17.6817,,,,2.61503E-05,4.5,-1.01629,2099.23,18,2.262,,1.29137E-06,1,81,,0.328298087,23.67242482,,,
,0.152419,0.97343,,,0.173913,17.3684,,0.15942,2,,,-0.0458937,3.61546,,,-0.00322061,2.35867,,,0.676329,23.6159,,0.640902,17.9239,,,,3.92575E-05,4.5,-1.01609,2098.85,17.9981,2.44229,,1.93864E-06,1,80.99145,,0.330312185,21.11324376,,,
,0.157258,0.971014,,,0.137681,17.4737,,0.161836,2,,,-0.0386473,3.61546,,,-0.00322061,2.6017,,,0.68277,23.737,,0.647343,17.9239,,,,5.23647E-05,4.50001,-1.0159,2098.48,17.9962,3.0405,,2.58591E-06,1.000004444,80.98307996,,0.330312185,19.83365323,,,
,0.162097,0.966184,,,0.137681,17.6842,,0.173913,1.94737,,,-0.02657,3.64881,,,0,3.014,,,0.708535,23.737,,0.653784,18.045,,,,6.54719E-05,4.50001,-1.01572,2098.21,17.9718,3.09171,,3.23318E-06,1.000004444,80.87327972,,0.332326284,17.91426743,,,
,0.176613,0.961353,,,0.154589,17.7895,,0.183575,2.36842,,,-0.02657,3.75069,,,-0.00322061,3.20451,,,0.708535,23.737,,0.663446,18.4083,,,,9.16863E-05,4.50001,-1.01541,2098.18,17.8502,3.14554,,4.52772E-06,1.000004444,80.3260785,,0.342396777,15.99488164,,,
,0.200806,0.951691,,,0.157005,17.8947,,0.188406,2.36842,,,-0.0241546,4.18749,,,0,3.5347,,,0.727858,23.737,,0.676329,18.7716,,,,0.000117901,4.50001,-1.01513,2098.16,17.7798,3.12315,,5.82227E-06,1.000004444,80.0092778,,0.364551863,14.71529111,,,
,0.217742,0.944444,,,0.15942,17.9474,,0.205314,2.36842,,,-0.0217391,5.17193,,,0.0128824,3.99567,,,0.740741,23.737,,0.68277,18.5294,,,,0.000144115,4.50002,-1.01488,2098.12,17.7335,3.07645,,7.11679E-06,1.000008889,79.80110467,,0.378650554,13.94753679,,,
,0.229839,0.939614,,,0.171498,17.8421,,0.217391,2.36842,,,-0.0241546,5.31635,,,0.0289855,4.62888,,,0.740741,23.737,,0.68599,18.4083,,,,0.000196544,4.50002,-1.01443,2098.04,17.6754,2.96901,,9.70588E-06,1.000008889,79.53965351,,0.418932528,13.05182342,,,
,0.241935,0.932367,,,0.125604,17.6316,,0.219807,2.36842,,,-0.0241546,6.10122,,,0.0322061,4.68597,,,0.763285,23.737,,0.692432,17.6817,,,,0.000248973,4.50003,-1.01406,2097.94,17.6397,2.83054,,1.2295E-05,1.000013333,79.37917919,,0.459214502,13.05182342,,,
,0.251613,0.929952,,,0.123188,17.7895,,0.229469,2.36842,,,-0.0169082,7.53555,,,0.0354267,4.80228,,,0.769726,23.6159,,0.695652,17.6817,,,,0.00035383,4.50004,-1.01344,2097.69,17.5964,3.04833,,1.74731E-05,1.000017778,79.18450386,,0.509566969,13.05182342,,,
,0.258871,0.927536,,,0.135266,17.9474,,0.23913,2.36842,,,-0.0169082,9.9248,,,0.0354267,4.86151,,,0.772947,23.6159,,0.698873,17.6817,,,,0.000438927,4.50005,-1.01305,2097.43,17.5734,3.20255,,2.16754E-05,1.000022222,79.08117867,,0.531722054,12.79590531,,,
,0.275806,0.917874,,,0.140097,18.1053,,0.243961,2.36842,,,-0.0120773,12.6003,,,0.0386473,4.98217,,,0.792271,23.6159,,0.705314,17.9239,,,,0.000524023,4.50006,-1.01274,2097.14,17.5556,3.28957,,2.58777E-05,1.000026667,79.00125334,,0.58408862,13.05182342,,,
,0.295161,0.910628,,,0.125604,18.1579,,0.248792,2.36842,,,-0.00241546,13.4366,,,0.0483092,5.23256,,,0.792271,23.6159,,0.705314,17.9239,,,,0.000609119,4.50007,-1.01247,2096.81,17.5408,3.31661,,3.008E-05,1.000031111,78.93482786,,0.604229607,13.30774152,,,
,0.314516,0.903382,,,0.10628,18,,0.248792,2.36842,,,0.0144928,13.4366,,,0.0515298,5.29709,,,0.808374,23.6159,,0.731079,18.1661,,,,0.000779312,4.50009,-1.01201,2096.16,17.4958,3.34682,,3.84845E-05,1.00004,78.73267462,,0.642497482,13.30774152,,,
,0.319355,0.903382,,,0.10628,18.1053,,0.2657,2.31579,,,0.0217391,13.4366,,,0.0611916,5.5633,,,0.814815,23.4948,,0.7343,17.9239,,,,0.000949505,4.50011,-1.01166,2096.03,17.3676,3.37975,,4.68891E-05,1.000048889,78.15611044,,0.690835851,13.56365963,,,
,0.329032,0.896135,,,0.111111,18.2632,,0.28744,2.36842,,,0.0362319,13.4366,,,0.0901771,6.28885,,,0.818035,23.4948,,0.73752,17.5606,,,,0.0011197,4.50013,-1.01139,2095.85,17.2841,3.40512,,5.52938E-05,1.000057779,77.78069693,,0.729103726,13.17978247,,,
,0.343548,0.891304,,,0.113527,18.4737,,0.289855,2.36842,,,0.0531401,14.0677,,,0.0901771,6.28885,,,0.830918,23.3737,,0.73752,18.6505,,,,0.00128989,4.50015,-1.01121,2095.64,17.2251,3.43352,,6.36983E-05,1.000066668,77.51553377,,0.763343404,12.79590531,,,
,0.353226,0.884058,,,0.103865,18.5263,,0.294686,2.36842,,,0.0603865,14.3284,,,0.10628,6.85232,,,0.863124,23.0104,,0.753623,18.2872,,,,0.00163028,4.50018,-1.01106,2095.13,17.145,3.48547,,8.05077E-05,1.000080002,77.1555861,,0.827794562,12.66794626,,,
,0.375,0.876812,,,0.0990338,18.8947,,0.316425,2.31579,,,0.0724638,14.7285,,,0.112721,7.02239,,,0.89533,23.1315,,0.769726,18.2872,,,,0.00197066,4.50022,-1.01108,2094.48,17.09,3.53945,,9.73165E-05,1.00009778,76.9087598,,0.874118832,12.41202815,,,
,0.394355,0.871981,,,0.0990338,18.9474,,0.333333,2.31579,,,0.0821256,14.7285,,,0.112721,7.10901,,,0.943639,22.8893,,0.78905,18.2872,,,,0.00231105,4.50026,-1.01126,2093.86,17.0206,3.6014,,0.000114126,1.000115559,76.59712536,,0.924471299,12.02815099,,,
,0.401613,0.869565,,,0.0942029,19.2105,,0.323671,2.21053,,,0.108696,15.4203,,,0.112721,7.10901,,,0.943639,22.7682,,0.798712,17.9239,,,,0.00265143,4.5003,-1.01156,2093.59,16.9017,3.68278,,0.000130935,1.000133338,76.06272051,,0.954682779,11.77223289,,,
,0.418548,0.857488,,,0.178744,21.5789,,0.328502,2.68421,,,0.113527,15.5625,,,0.125604,7.55837,,,0.953301,22.1626,,0.798712,17.9239,,,,0.0033322,4.50037,-1.0123,2092.92,16.7499,3.84061,,0.000164553,1.000164451,75.38074746,,1.017119839,11.38835573,,,
,0.428226,0.850242,,,0.181159,21.3158,,0.330918,2.73684,,,0.137681,16.2935,,,0.151369,7.93822,,,0.975845,22.2837,,0.808374,18.7716,,,,0.00401297,4.50045,-1.01301,2092.04,16.6522,4.01517,,0.000198171,1.00020001,74.94239349,,1.053373615,11.00447857,,,
,0.435484,0.84058,,,0.193237,21,,0.335749,2.78947,,,0.144928,16.2935,,,0.177134,8.5441,,,0.99839,22.1626,,0.818035,18.045,,,,0.00469374,4.50053,-1.01359,2091.25,16.5372,4.2524,,0.00023179,1.000235569,74.42616472,,1.105740181,10.49264235,,,
,0.447581,0.838164,,,0.202899,21.2632,,0.301932,2.68421,,,0.164251,17.0588,,,0.190016,9.19621,,,1.00483,22.1626,,0.805153,18.045,,,,0.00537451,4.5006,-1.01409,2090.73,16.4016,4.33572,,0.000265408,1.000266684,73.81704096,,1.158106747,9.852847089,,,
,0.425806,0.857488,,,0.214976,21.2105,,0.280193,2.47368,,,0.171498,17.0588,,,0.193237,8.64948,,,1.00805,22.1626,,0.811594,18.1661,,,,0.00605528,4.50068,-1.01459,2090.11,16.3017,4.45486,,0.000299026,1.000302245,73.36873516,,1.210473313,9.46896993,,,
,0.430645,0.855072,,,0.217391,21.3158,,0.338164,2.84211,,,0.205314,17.5351,,,0.222222,9.19621,,,1.02093,22.0415,,0.811594,18.1661,,,,0.00673606,4.50076,-1.01506,2089.4,16.2231,4.65077,,0.000332645,1.000337806,73.01627956,,1.248741188,8.957133717,,,
,0.430645,0.852657,,,0.227053,21.4211,,0.374396,3.10526,,,0.205314,17.5351,,,0.247987,9.7775,,,1.02093,22.0415,,0.8438,18.045,,,,0.0080976,4.50091,-1.01592,2088.23,16.0373,5.01063,,0.000399881,1.000404485,72.18244394,,1.317220544,8.061420345,,,
,0.435484,0.842995,,,0.23913,21.4211,,0.369565,3.26316,,,0.251208,17.86,,,0.26087,10.0202,,,1.02738,22.0415,,0.8438,18.045,,,,0.00945914,4.50107,-1.01667,2087.18,15.87,5.30668,,0.000467118,1.000475612,71.4319809,,1.365558912,7.293666027,,,
,0.437903,0.833333,,,0.23913,21.4211,,0.369565,3.31579,,,0.270531,17.86,,,0.270531,10.1438,,,1.02738,22.0415,,0.879227,17.6817,,,,0.0108207,4.50122,-1.01738,2085.94,15.7457,5.53492,,0.000534356,1.000542296,70.87485975,,1.411883182,6.781829814,,,
,0.437903,0.830918,,,0.258454,21.5789,,0.371981,3.52632,,,0.285024,17.86,,,0.270531,10.1438,,,1.0467,21.7993,,0.882448,17.8028,,,,0.0121822,4.50137,-1.01799,2085.08,15.5782,5.71423,,0.00060159,1.000608982,70.12324213,,1.464249748,6.269993602,,,
,0.437903,0.826087,,,0.258454,21.6842,,0.376812,3.63158,,,0.297101,18.0247,,,0.299517,10.6536,,,1.0467,22.0415,,0.921095,17.4394,,,,0.0135438,4.50153,-1.0185,2084.12,15.4449,5.85292,,0.00066883,1.000680116,69.5256807,,1.516616314,5.502239283,,,
,0.442742,0.816425,,,0.258454,21.9474,,0.376812,3.63158,,,0.311594,17.86,,,0.31562,10.6536,,,1.05636,22.0415,,0.911433,16.4706,,,,0.0147592,4.50166,-1.01922,2083.13,15.3449,5.94229,,0.000728849,1.000737914,69.07752253,,1.560926485,4.734484965,,,
,0.440323,0.830918,,,0.275362,21.4737,,0.374396,4.15789,,,0.31401,17.86,,,0.318841,10.5238,,,1.05636,22.0415,,0.911433,17.0761,,,,0.015853,4.50179,-1.01974,2082.42,15.2352,6.00642,,0.000782864,1.000795714,68.58567101,,1.601208459,4.350607806,,,
,0.442742,0.833333,,,0.2657,21.2632,,0.357488,3.94737,,,0.326087,17.6968,,,0.338164,10.5238,,,1.07246,22.1626,,0.917874,17.5606,,,,0.0169469,4.50191,-1.02028,2081.75,15.1309,6.06181,,0.000836884,1.000849069,68.11795002,,1.647532729,3.454894434,,,
,0.445161,0.833333,,,0.277778,21.5789,,0.352657,3.84211,,,0.335749,17.6968,,,0.344605,10.918,,,1.08213,22.2837,,0.953301,17.0761,,,,0.0180408,4.50204,-1.02072,2081.04,15.0404,6.10661,,0.000890904,1.000906872,67.71248242,,1.689828802,3.071017274,,,
,0.457258,0.833333,,,0.28744,21.6842,,0.355072,3.94737,,,0.342995,18.6989,,,0.354267,10.785,,,1.08857,22.2837,,0.956522,16.955,,,,0.0202285,4.50228,-1.02144,2079.6,14.877,6.17712,,0.000998938,1.00101359,66.98041956,,1.734138973,1.791426743,,,
,0.48629,0.81401,,,0.28744,21.6842,,0.355072,4,,,0.357488,17.0588,,,0.360709,10.6536,,,1.12721,21.5571,,0.959742,17.1972,,,,0.0224163,4.50253,-1.02225,2078.43,14.701,6.22661,,0.001106978,1.001124761,66.19169353,,1.722054381,2.559181062,,,
,0.515323,0.799517,,,0.28744,21.9474,,0.359903,4.10526,,,0.362319,16.7484,,,0.363929,10.6536,,,1.11755,21.6782,,0.962963,17.3183,,,,0.024604,4.50278,-1.0231,2077.13,14.5565,6.25736,,0.001215012,1.001235937,65.54471707,,1.752265861,1.279590531,,,
,0.525,0.794686,,,0.28744,22,,0.359903,4.21053,,,0.362319,16.4437,,,0.37037,10.6536,,,1.13688,20.4671,,0.982287,17.0761,,,,0.0289795,4.50328,-1.02575,2074.88,14.2622,6.28859,,0.001431086,1.001458309,64.22668002,,1.774420947,0.767754319,,,
,0.534677,0.785024,,,0.299517,21.6842,,0.347826,4.52632,,,0.369565,15.5625,,,0.373591,10.5238,,,1.14654,20.2249,,0.988728,16.4706,,,,0.0329174,4.50373,-1.02925,2072.88,14.0267,6.29206,,0.001625551,1.001658465,63.17246959,,1.783484391,0.703774792,,,
