,time ,Radiance (W),time,df (mm),,,,time ,Radiance (W),time,df (mm),,,Simulation,,time (s),Q(W),,Simulation,time (s),Q (W),,,Simulation,Time(sec),Dflame (mm),,Simulation ,Time(sec),Dflame (mm),,,Simulation,Time(sec),T_max(K),,Simulation,Time(sec),T_max(K)
0.5 atm,0,17.13271608,0.041884817,22.18673219,,,5 atm,0.031897725,7.897883638,0.083769634,7.997542998,,,Radiance,0.5 atm,0,0,,Radiance 5 atm,0,8.93155E-07,,,Flame Diameter 0.5 atm,0,100.34775,,Flame Diameter 5 atm,0,100.34775,,,Tmax 0.5 atm,0,2400,,Tmax 5 atm,0,2400
do 4.46 mm,0.981518423,20.2458781,0.376963351,23.21867322,,,do 4.48 mm,0.994070514,10.40617403,0.335078534,7.30958231,,,,,0,0,,,2.75E-10,8.93155E-07,,,,0,100.34775,,,0,100.34775,,,,0,2400,,,0,2400
,1.985993959,22.49545533,0.712041885,23.3046683,,,,2.039857842,13.17385685,0.544502618,6.965601966,,,,,1E-10,0.47023868,,,8.25E-10,8.93155E-07,,,,1E-10,100.34775,,,1E-10,100.34775,,,,1E-10,2400,,,1E-10,2400
,2.949488021,23.96798739,0.963350785,20.98280098,,,,0.192960865,13.25020734,1.256544503,9.545454545,,,,,3E-10,0.56190087,,,1.925E-09,8.93155E-07,,,,3E-10,100.34775,,,3E-10,100.34775,,,,3E-10,2399.99,,,3E-10,2400
,3.95638589,24.31867437,1.42408377,22.78869779,,,,3.001810419,15.85477362,1.633507853,10.40540541,,,,,5.47E-10,0.619364194,,,4.125E-09,8.93155E-07,,,,5.46826E-10,100.34775,,,7E-10,100.34775,,,,5.46826E-10,2399.99,,,7E-10,2400
,4.963724183,24.32410856,1.884816754,24.16461916,,,,3.001810419,15.85477362,1.968586387,11.17936118,,,,,7.94E-10,0.657929338,,,8.525E-09,8.93155E-07,,,,7.93652E-10,100.34775,,,1.1E-09,100.34775,,,,7.93652E-10,2399.99,,,1.1E-09,2400
,5.970732158,24.58848234,2.471204188,25.36855037,,,,4.006065743,18.27697724,2.303664921,9.287469287,,,,,1.04E-09,0.687352401,,,1.7325E-08,1.39581E-06,,,,1.04048E-09,100.34775,,,1.9E-09,100.34775,,,,1.04048E-09,2399.98,,,1.9E-09,2400
,6.978510876,24.24866377,3.183246073,26.65847666,,,,4.968348638,20.69895443,2.345549738,10.57739558,,,,,1.53E-09,0.731740058,,,3.4925E-08,5.64858E-07,,,,1.53413E-09,100.34775,,,3.5E-09,100.34775,,,,1.53413E-09,2399.98,,,3.5E-09,2400
,8.95187567,23.74142658,3.895287958,27.43243243,,,,5.973705022,22.25802612,2.345549738,11.95331695,,,,,2.03E-09,0.766061184,,,7.0125E-08,4.40451E-07,,,,2.02778E-09,100.34775,,,6.7E-09,100.34775,,,,2.02778E-09,2399.98,,,6.7E-09,2400
,10.97249798,19.09138252,4.481675393,28.12039312,,,,7.021694472,23.29944506,2.345549738,11.95331695,,,,,3.02E-09,0.817010193,,,1.40525E-07,1.22522E-08,,,,3.01509E-09,100.3473,,,1.31E-08,100.34775,,,,3.01509E-09,2399.98,,,1.31E-08,2400
,12.03898525,5.632184949,5.277486911,28.80835381,,,,7.986509806,23.73621881,2.471204188,13.58722359,,,,,0.000000004,0.855090879,,,2.805E-07,1.04301E-06,,,,4.00239E-09,100.3473,,,2.59E-08,100.34775,,,,4.00239E-09,2399.98,,,2.59E-08,2400
,13.00600271,4.342694819,6.115183246,29.75429975,,,,9.035269998,24.1734454,2.764397906,14.79115479,,,,,5.98E-09,0.912686468,,,5.6375E-07,1.19286E-06,,,,5.977E-09,100.3473,,,3.87E-08,100.34775,,,,5.977E-09,2399.98,,,3.87E-08,2400
,14.01422185,3.65762347,6.827225131,30.18427518,,,,10.00074597,24.09233998,3.183246073,14.79115479,,,,,7.95E-09,0.955801837,,,1.1275E-06,3.45575E-08,,,,7.95161E-09,100.3473,,,6.43E-08,100.34775,,,,7.95161E-09,2399.97,,,6.43E-08,2400
,14.97991803,3.403891663,7.706806283,30.87223587,,,,11.05071733,23.58012144,3.392670157,14.44717445,,,,,9.93E-09,0.990886297,,,2.25225E-06,5.48428E-07,,,,9.92622E-09,100.3473,,,1.155E-07,100.34775,,,,9.92622E-09,2399.97,,,1.155E-07,2399.99
,16.02955907,3.150612706,8.795811518,31.56019656,,,,11.97422087,23.4987896,3.811518325,15.90909091,,,,,1.39E-08,1.046407994,,,3.3825E-06,1.6751E-07,,,,1.38754E-08,100.3473,,,1.667E-07,100.34775,,,,1.38754E-08,2399.97,,,1.667E-07,2399.99
,17.03733779,2.810794131,9.591623037,32.16216216,,,,13.02055873,25.83490645,3.811518325,15.90909091,,,,,1.78E-08,1.089209528,,,0.00000451,9.31796E-08,,,,1.78247E-08,100.3473,,,2.691E-07,100.34775,,,,1.78247E-08,2399.97,,,2.691E-07,2399.99
,18.00248344,2.988628292,10.21989529,32.59213759,,,,14.03086988,23.50988442,4.272251309,17.11302211,,,,,2.57E-08,1.156028414,,,0.000006765,3.36653E-07,,,,2.57231E-08,100.3473,,,4.739E-07,100.34775,,,,2.57231E-08,2399.97,,,4.739E-07,2399.99
,18.96817962,2.734896485,10.93193717,33.02211302,,,,14.98412408,33.00954349,5.02617801,18.14496314,,,,,3.36E-08,1.207363233,,,0.00000902,1.78003E-07,,,,3.36215E-08,100.3473,,,6.787E-07,100.34775,,,,3.36215E-08,2399.97,,,6.787E-07,2399.98
,20.01771056,2.567930722,,,,,,16.00324372,23.77946597,5.863874346,19.26289926,,,,,4.15E-08,1.249407032,,,0.00001353,1.34303E-07,,,,4.152E-08,100.3473,,,1.0883E-06,100.3473,,,,4.152E-08,2399.97,,,1.0883E-06,2399.98
,20.9412141,2.486598877,,,,,,17.0535454,23.00830786,6.57591623,20.03685504,,,,,5.73E-08,1.316482874,,,1.80125E-05,1.50011E-07,,,,5.73169E-08,100.3473,,,1.4979E-06,100.3473,,,,5.73169E-08,2399.96,,,1.4979E-06,2399.97
,21.99063493,2.405946308,,,,,,18.51993787,25.08774937,7.455497382,20.38083538,,,,,7.31E-08,1.369491548,,,2.25225E-05,3.1196E-07,,,,7.31137E-08,100.3473,,,2.3171E-06,100.3473,,,,7.31137E-08,2399.96,,,2.3171E-06,2399.96
,23.04005576,2.325293738,,,,,,19.53146019,21.81328222,8.12565445,20.8968059,,,,,8.89E-08,1.413628606,,,2.70325E-05,2.06403E-07,,,,8.89106E-08,100.3473,,,3.9555E-06,100.34685,,,,8.89106E-08,2399.96,,,3.9555E-06,2399.94
,23.9635593,2.243961893,,,,,,20.53956923,21.21452406,9.130890052,21.4987715,,,,,0.000000121,1.486065179,,,0.000031625,7.24765E-07,,,,1.20504E-07,100.34685,,,5.5939E-06,100.3464,,,,1.20504E-07,2399.95,,,5.5939E-06,2399.92
,24.9711178,2.076769705,,,,,,21.50526541,20.96079225,9.80104712,21.58476658,,,,,0.000000152,1.542038423,,,0.000036025,2.37819E-07,,,,1.52098E-07,100.34685,,,8.8707E-06,100.3455,,,,1.52098E-07,2399.95,,,8.8707E-06,2399.88
,25.9785662,1.99589071,,,,,,22.47151212,20.27549448,10.89005236,21.84275184,,,,,0.000000215,1.631197788,,,0.0000451,3.33511E-06,,,,2.15286E-07,100.34685,,,1.21475E-05,100.34505,,,,2.15286E-07,2399.94,,,1.21475E-05,2399.83
,26.98557418,2.26026449,,,,,,23.47973126,19.59042313,11.97905759,21.92874693,,,,,0.000000278,1.700583695,,,0.000053075,1.90538E-06,,,,2.78473E-07,100.3464,,,1.87011E-05,100.34325,,,,2.78473E-07,2399.93,,,1.87011E-05,2399.75
,28.0347748,2.352238308,,,,,,24.48795041,18.90535178,12.43979058,21.92874693,,,,,0.000000342,1.758668485,,,0.000061325,4.75637E-07,,,,3.41661E-07,100.3464,,,2.52547E-05,100.3419,,,,3.41661E-07,2399.92,,,2.52547E-05,2399.66
,29.00047098,2.098506501,,,,,,25.53902283,17.53000131,12.94240838,22.01474201,,,,,0.000000468,1.850398221,,,0.0000693,4.07245E-06,,,,4.68036E-07,100.34595,,,3.83619E-05,100.33875,,,,4.68036E-07,2399.9,,,3.83619E-05,2399.49
,29.96605706,1.931087888,,,,,,26.54735207,16.75861676,13.48691099,21.58476658,,,,,0.000000594,1.923309303,,,0.00007755,6.8204E-07,,,,5.94411E-07,100.3455,,,5.14691E-05,100.3356,,,,5.94411E-07,2399.89,,,5.14691E-05,2399.32
,30.8895606,1.849756043,,,,,,27.55469037,16.76405096,14.11518325,21.24078624,,,,,0.000000721,1.984676173,,,0.000093775,3.95432E-06,,,,7.20786E-07,100.3455,,,6.45763E-05,100.333123,,,,7.20786E-07,2399.88,,,6.45763E-05,2399.15
,31.98051343,2.114582673,,,,,,28.56301961,15.99266642,14.36649215,22.1007371,,,,,0.000000974,2.083837055,,,0.00011,1.3446E-06,,,,9.73536E-07,100.3446,,,9.07907E-05,100.3268229,,,,9.73536E-07,2399.85,,,9.07907E-05,2398.81
,32.94631972,1.774537673,,,,,,29.48707369,15.47976861,14.91099476,21.92874693,,,,,0.00000123,2.164172968,,,0.000126225,1.24596E-05,,,,1.22629E-06,100.34415,,,0.000117005,100.3209729,,,,1.22629E-06,2399.82,,,0.000117005,2398.48
,33.95365801,1.779971872,,,,,,30.49562315,14.53575768,15.7486911,21.15479115,,,,,0.00000173,2.287207797,,,0.00014245,8.99438E-06,,,,1.73179E-06,100.3428,,,0.00014322,100.3146729,,,,1.73179E-06,2399.78,,,0.00014322,2398.14
,34.96066599,2.044345651,,,,,,31.50373218,13.93699952,16.37696335,20.98280098,,,,,0.00000224,2.385028391,,,0.000158675,1.05558E-05,,,,2.23729E-06,100.3419,,,0.000195648,100.0795448,,,,2.23729E-06,2399.73,,,0.000195648,2397.64
,35.96822449,1.877153463,,,,,,32.51162101,13.51086775,16.83769634,20.98280098,,,,,0.00000274,2.46421,,,0.0001749,1.21171E-05,,,,2.74279E-06,100.341,,,0.000248077,99.59579265,,,,2.74279E-06,2399.69,,,0.000248077,2397.45
,36.93359036,1.882361237,,,,,,33.51928962,13.25736237,17.13089005,25.1965602,,,,,0.00000325,2.533346777,,,0.000223575,2.30593E-06,,,,3.24829E-06,100.33965,,,0.000352935,99.04251028,,,,3.24829E-06,2399.64,,,0.000352935,2397.07
,37.94114886,1.715169049,,,,,,34.52772897,12.39966463,17.13089005,25.1965602,,,,,0.00000426,2.646949438,,,0.000256025,1.31633E-06,,,,4.25929E-06,100.33785,,,0.000447307,98.75697783,,,,4.25929E-06,2399.55,,,0.000447307,2396.72
,38.90651473,1.720376823,,,,,,35.53517737,12.31878564,17.67539267,23.64864865,,,,,0.00000527,2.739831473,,,0.00028875,5.93761E-06,,,,5.27029E-06,100.3356,,,0.000541678,98.56504516,,,,5.27029E-06,2399.46,,,0.000541678,2396.37
,39.95593556,1.639724253,,,,,,36.54328641,11.72002748,18.05235602,22.7027027,,,,,0.00000628,2.81882171,,,0.00032175,1.05589E-05,,,,6.28129E-06,100.33335,,,0.00063605,98.42621233,,,,6.28129E-06,2399.37,,,0.00063605,2396.01
,,,,,,,,37.50931291,11.20735609,18.55497382,21.58476658,,,,,0.00000729,2.887795809,,,0.000385,1.12469E-05,,,,7.29229E-06,100.3311,,,0.000824794,98.23494637,,,,7.29229E-06,2399.29,,,0.000824794,2395.3
,,,,,,,,38.51742194,10.60859794,19.22513089,20.72481572,,,,,0.00000931,3.004589137,,,0.00044275,3.65367E-05,,,,9.31429E-06,100.32705,,,0.00101354,98.10556207,,,,9.31429E-06,2399.11,,,0.00101354,2394.59
,,,,,,,,39.48476972,9.060168227,20.06282723,20.72481572,,,,,0.0000113,3.100433103,,,0.00050325,3.0065E-06,,,,1.13363E-05,100.32255,,,0.00129665,97.96941245,,,,1.13363E-05,2398.93,,,0.00129665,2393.52
,,,,,,,,,,21.57068063,20.63882064,,,,,0.0000134,3.187293355,,,0.000561,3.07939E-05,,,,1.33583E-05,100.3185,,,0.00167414,97.84046124,,,,1.33583E-05,2398.76,,,0.00167414,2392.13
,,,,,,,,,,22.45026178,20.29484029,,,,,0.0000174,3.325151081,,,0.00061875,2.38761E-07,,,,1.74023E-05,100.30995,,,0.00205163,97.74097667,,,,1.74023E-05,2398.41,,,0.00205163,2390.79
,,,,,,,,,,23.28795812,20.29484029,,,,,0.0000214,3.438574373,,,0.000737,4.07245E-05,,,,2.14463E-05,100.0242,,,0.00242912,97.63677312,,,,2.14463E-05,2398.28,,,0.00242912,2389.52
,,,,,,,,,,23.83246073,20.03685504,,,,,0.0000255,3.537679726,,,0.00083875,8.06258E-05,,,,2.54903E-05,99.684,,,0.0028066,97.06835807,,,,2.54903E-05,2398.27,,,0.0028066,2388.75
,,,,,,,,,,24.71204188,19.86486486,,,,,0.0000295,3.622233962,,,0.0009405,0.000123025,,,,2.95343E-05,99.43065,,,0.00318409,96.66082885,,,,2.95343E-05,2398.26,,,0.00318409,2388.06
,,,,,,,,,,25.67539267,19.09090909,,,,,0.0000336,3.699456681,,,0.00108075,0.000168983,,,,3.35783E-05,99.23355,,,0.00356158,96.3493651,,,,3.35783E-05,2398.24,,,0.00356158,2387.49
,,,,,,,,,,26.38743455,18.83292383,,,,,0.0000417,3.831266868,,,0.00128975,0.000394961,,,,4.16663E-05,98.94645,,,0.00393906,96.10833805,,,,4.16663E-05,2398.22,,,0.00393906,2386.97
,,,,,,,,,,27.01570681,18.83292383,,,,,0.0000498,3.943113026,,,0.0014795,0.000728963,,,,4.97543E-05,98.74575,,,0.00431655,95.91522504,,,,4.97543E-05,2398.19,,,0.00431655,2386.51
,,,,,,,,,,28.18848168,18.05896806,,,,,0.0000578,4.039492927,,,0.00166925,0.001174547,,,,5.78423E-05,98.5970191,,,0.00488278,95.68676772,,,,5.78423E-05,2398.15,,,0.00488278,2385.87
,,,,,,,,,,29.19371728,17.71498771,,,,,0.0000659,4.126289314,,,0.001859,0.002134901,,,,6.59303E-05,98.48046885,,,0.00563776,95.45332889,,,,6.59303E-05,2398.11,,,0.00563776,2385.13
,,,,,,,,,,30.07329843,17.37100737,,,,,0.000074,4.204562487,,,0.00204875,0.003442117,,,,7.40183E-05,98.38686864,,,0.00639273,95.26893918,,,,7.40183E-05,2398.07,,,0.00639273,2384.48
,,,,,,,,,,30.9947644,16.85503686,,,,,0.0000821,4.275957453,,,0.002332,0.007147406,,,,8.21063E-05,98.30901846,,,0.00714771,95.11493684,,,,8.21063E-05,2398.03,,,0.00714771,2383.88
,,,,,,,,,,32.04188482,16.16707617,,,,,0.0000983,4.402620736,,,0.00261525,0.014190825,,,,9.82823E-05,98.18616819,,,0.00790268,94.66184347,,,,9.82823E-05,2397.93,,,0.00790268,2383.59
,,,,,,,,,,33.17277487,15.47911548,,,,,0.000114,4.509647808,,,0.002915,0.027955776,,,,0.000114458,98.09256798,,,0.00941263,93.89739141,,,,0.000114458,2397.82,,,0.00941263,2383.21
,,,,,,,,,,34.47120419,14.44717445,,,,,0.000131,4.61241129,,,0.00319,0.081532278,,,,0.000130634,98.01696782,,,0.0109226,93.3894486,,,,0.000130634,2397.69,,,0.0109226,2382.83
,,,,,,,,,,35.76963351,13.93120393,,,,,0.000147,4.69937919,,,0.0032175,0.090501085,,,,0.00014681,97.95351767,,,0.0124325,93.01740844,,,,0.00014681,2397.56,,,0.0124325,2382.39
,,,,,,,,,,36.60732984,13.24324324,,,,,0.000163,4.778746139,,,0.0033,0.203209208,,,,0.000162986,97.89928511,,,0.0139425,92.72366723,,,,0.000162986,2397.41,,,0.0139425,2381.87
,,,,,,,,,,37.57068063,12.98525799,,,,,0.000212,4.98674766,,,0.0033275,0.229150281,,,,0.000211514,97.76743452,,,0.0154524,92.28991341,,,,0.000211514,2396.9,,,0.0154524,2381.46
,,,,,,,,,,38.4921466,12.12530713,,,,,0.000244,5.101692053,,,0.0034375,0.411240133,,,,0.000243866,97.6958842,,,0.0169624,91.74023854,,,,0.000243866,2396.51,,,0.0169624,2381.24
,,,,,,,,,,39.03664921,11.35135135,,,,,0.000276,5.204628214,,,0.003465,0.44190679,,,,0.000276218,97.4400496,,,0.0177174,91.51163233,,,,0.000276218,2396.25,,,0.0177174,2381.11
,,,,,,,,,,39.4973822,10.14742015,,,,,0.000309,5.300790241,,,0.003795,0.778989314,,,,0.00030857,97.02424682,,,0.0192273,91.12192486,,,,0.00030857,2396.18,,,0.0192273,2380.82
,,,,,,,,,,39.70680628,8.771498771,,,,,0.000341,5.386142438,,,0.0042075,0.941777221,,,,0.000340922,96.70294468,,,0.0207373,90.79837091,,,,0.000340922,2396.1,,,0.0207373,2380.5
,,,,,,,,,,39.87434555,7.30958231,,,,,0.000438,5.609204875,,,0.0046475,1.036795633,,,,0.000437978,96.06730392,,,0.0222472,90.52161787,,,,0.000437978,2395.81,,,0.0222472,2380.15
,,,,,,,,,,,,,,,,0.000503,5.73644085,,,0.00517,1.093605682,,,,0.000502682,95.79256435,,,0.0230022,90.39651606,,,,0.000502682,2395.56,,,0.0230022,2379.95
,,,,,,,,,,,,,,,,0.000567,5.848899557,,,0.00572,1.128797803,,,,0.000567386,95.581062,,,0.0245121,90.16791143,,,,0.000567386,2395.28,,,0.0245121,2379.54
,,,,,,,,,,,,,,,,0.000632,5.952708115,,,0.006435,1.155041097,,,,0.00063209,95.40982211,,,0.0252671,89.96040569,,,,0.00063209,2394.96,,,0.0252671,2379.42
,,,,,,,,,,,,,,,,0.000697,6.047924804,,,0.007095,1.164995547,,,,0.000696794,95.26492018,,,0.026777,89.54087227,,,,0.000696794,2394.6,,,0.026777,2379.22
,,,,,,,,,,,,,,,,0.000826,6.216712955,,,0.0078925,1.16967118,,,,0.000826203,94.85313625,,,0.0297969,88.86697719,,,,0.000826203,2393.94,,,0.0297969,2378.76
,,,,,,,,,,,,,,,,0.000956,6.365764586,,,0.00869,1.169017728,,,,0.000955611,94.15313303,,,0.0328168,88.33889545,,,,0.000955611,2393.66,,,0.0328168,2378.2
,,,,,,,,,,,,,,,,0.00109,6.502572227,,,0.0097625,1.166805733,,,,0.00108502,93.66283135,,,0.0388566,87.33567515,,,,0.00108502,2393.32,,,0.0388566,2377.09
,,,,,,,,,,,,,,,,0.00121,6.613598985,,,0.010835,1.168716135,,,,0.00121443,93.29448048,,,0.0448964,86.28716122,,,,0.00121443,2392.93,,,0.0448964,2376.22
,,,,,,,,,,,,,,,,0.00134,6.723912253,,,0.0121825,1.184300948,,,,0.00134383,93.00193665,,,0.0509362,85.51226963,,,,0.00134383,2392.47,,,0.0509362,2375.14
,,,,,,,,,,,,,,,,0.00173,7.00818605,,,0.0135025,1.219140582,,,,0.00173206,92.00937133,,,0.056976,84.5305789,,,,0.00173206,2391.2,,,0.056976,2374.37
,,,,,,,,,,,,,,,,0.00199,7.169063599,,,0.0140525,1.240406337,,,,0.00199087,91.26745335,,,0.0690556,83.03285746,,,,0.00199087,2390.61,,,0.0690556,2372.56
,,,,,,,,,,,,,,,,0.00225,7.313194697,,,0.0143275,1.253929951,,,,0.00224969,90.72828379,,,0.0811352,81.54311267,,,,0.00224969,2389.91,,,0.0811352,2371.01
,,,,,,,,,,,,,,,,0.00251,7.443984492,,,0.014575,1.265492897,,,,0.00250851,90.30586606,,,0.0932148,80.21318984,,,,0.00250851,2389.11,,,0.0932148,2369.44
,,,,,,,,,,,,,,,,0.00277,7.563874598,,,0.0156475,1.3290891,,,,0.00276732,89.75363547,,,0.104062,79.15636064,,,,0.00276732,2388.43,,,0.104062,2368.02
,,,,,,,,,,,,,,,,0.00303,7.674678642,,,0.0161975,1.365638074,,,,0.00302614,89.14894478,,,0.111174,78.45515354,,,,0.00302614,2387.91,,,0.111174,2367.15
,,,,,,,,,,,,,,,,0.00354,7.87067135,,,0.01672,1.40605812,,,,0.00354377,88.25462153,,,0.118285,77.77345861,,,,0.00354377,2386.67,,,0.118285,2366.32
,,,,,,,,,,,,,,,,0.00406,8.047489515,,,0.0172425,1.452259638,,,,0.0040614,87.4648853,,,0.124685,77.22857444,,,,0.0040614,2385.35,,,0.124685,2365.51
,,,,,,,,,,,,,,,,0.00458,8.206248111,,,0.0177925,1.500120231,,,,0.00457904,86.55226976,,,0.130446,76.76090893,,,,0.00457904,2384.33,,,0.130446,2364.76
,,,,,,,,,,,,,,,,0.0051,8.35055758,,,0.018315,1.552052957,,,,0.00509667,85.85250662,,,0.13563,76.2847568,,,,0.00509667,2383.15,,,0.13563,2364.21
,,,,,,,,,,,,,,,,0.00561,8.480573633,,,0.018865,1.607907019,,,,0.0056143,85.18333152,,,0.142505,75.70913097,,,,0.0056143,2381.96,,,0.142505,2363.43
,,,,,,,,,,,,,,,,0.00717,8.824660465,,,0.0193875,1.665721748,,,,0.0071672,83.25222844,,,0.147986,75.28856887,,,,0.0071672,2378.75,,,0.147986,2362.76
,,,,,,,,,,,,,,,,0.0082,9.01877547,,,0.0199375,1.726955159,,,,0.00820246,81.98800879,,,0.153436,74.89937234,,,,0.00820246,2376.83,,,0.153436,2362.06
,,,,,,,,,,,,,,,,0.00924,9.195043243,,,0.02046,1.790651892,,,,0.00923773,80.99756635,,,0.15414,74.85173426,,,,0.00923773,2374.69,,,0.15414,2361.97
,,,,,,,,,,,,,,,,0.0103,9.358349567,,,0.02101,1.857767307,,,,0.010273,79.88942181,,,0.155165,74.76697038,,,,0.010273,2372.88,,,0.155165,2361.87
,,,,,,,,,,,,,,,,0.0113,9.499972873,,,0.0215325,1.920961386,,,,0.0113083,78.98737787,,,0.160577,74.32989047,,,,0.0113083,2370.89,,,0.160577,2361.3
,,,,,,,,,,,,,,,,0.0123,9.631456511,,,0.022055,1.99788014,,,,0.0123435,78.02497782,,,0.163286,6.421419985,,,,0.0123435,2369.1,,,0.163286,2366.12
,,,,,,,,,,,,,,,,0.0144,9.880727212,,,0.022605,2.074798895,,,,0.014414,76.35454736,,,0.16966,6.912315014,,,,0.014414,2365.44,,,0.16966,2472.41
,,,,,,,,,,,,,,,,0.0165,10.10118899,,,0.0231275,2.13211097,,,,0.0164846,74.81945917,,,0.178846,7.474553396,,,,0.0164846,2361.9,,,0.178846,2562.94
,,,,,,,,,,,,,,,,0.0175,10.19799553,,,0.0236775,2.209029724,,,,0.0175198,74.04322574,,,0.187131,7.894310168,,,,0.0175198,2360.27,,,0.187131,2613.17
,,,,,,,,,,,,,,,,0.0196,10.38707001,,,0.0242,2.285948479,,,,0.0195904,72.6742058,,,0.188294,7.944928767,,,,0.0195904,2356.87,,,0.188294,2618.24
,,,,,,,,,,,,,,,,0.0217,10.55986758,,,0.02475,2.362364578,,,,0.0216609,71.32875466,,,0.190621,8.059547414,,,,0.0216609,2353.69,,,0.190621,2630.01
,,,,,,,,,,,,,,,,0.0227,10.63726897,,,0.0252725,2.439283333,,,,0.0226962,70.7177412,,,0.1976,8.351069479,,,,0.0226962,2352.06,,,0.1976,2656.24
,,,,,,,,,,,,,,,,0.0258,10.86030204,,,0.026345,2.612224867,,,,0.025802,68.92834927,,,0.199926,8.451554692,,,,0.025802,2347.41,,,0.199926,2664.55
,,,,,,,,,,,,,,,,0.0287,11.04945875,,,0.029425,3.092338764,,,,0.0287007,67.369537,,,0.202253,8.541147649,,,,0.0287007,2343.27,,,0.202253,2671.62
,,,,,,,,,,,,,,,,0.0296,11.10490214,,,0.032725,3.571950007,,,,0.0296324,66.89161004,,,0.204005,8.601252027,,,,0.0296324,2341.96,,,0.204005,2675.93
,,,,,,,,,,,,,,,,0.0329,11.29680948,,,0.037125,4.186294734,,,,0.0329427,65.28788111,,,0.207509,8.741122435,,,,0.0329427,2337.36,,,0.207509,2686.22
,,,,,,,,,,,,,,,,0.0365,11.48857127,,,0.04125,4.742824731,,,,0.0364509,63.70842483,,,0.209261,8.799323172,,,,0.0364509,2332.64,,,0.209261,2690.12
,,,,,,,,,,,,,,,,0.0369,11.50888693,,,0.045925,5.318961407,,,,0.0369326,63.49592729,,,0.211013,8.860922905,,,,0.0369326,2332.03,,,0.211013,2694.13
,,,,,,,,,,,,,,,,0.0407,11.69320607,,,0.050875,5.855884725,,,,0.0406847,61.95883361,,,0.214167,8.976053214,,,,0.0406847,2327.11,,,0.214167,2701.64
,,,,,,,,,,,,,,,,0.0448,11.87655585,,,0.056375,6.393310697,,,,0.0448149,60.41289785,,,0.215744,9.02579446,,,,0.0448149,2321.83,,,0.215744,2704.64
,,,,,,,,,,,,,,,,0.0451,11.88941173,,,0.0627,6.969950029,,,,0.0450707,60.32210562,,,0.217321,9.072008796,,,,0.0450707,2321.51,,,0.217321,2707.22
,,,,,,,,,,,,,,,,0.0497,12.07807494,,,0.0693,7.488774631,,,,0.0496751,58.77498285,,,0.220475,9.184750806,,,,0.0496751,2315.71,,,0.220475,2713.92
,,,,,,,,,,,,,,,,0.0544,12.25628725,,,0.07755,8.084517987,,,,0.054422,10.52958542,,,0.222052,9.234259534,,,,0.054422,2312.1,,,0.222052,2716.66
,,,,,,,,,,,,,,,,0.0603,12.46257502,,,0.08855,8.796896113,,,,0.0603413,11.09859786,,,0.223628,9.2798785,,,,0.0603413,2399.62,,,0.223628,2719.04
,,,,,,,,,,,,,,,,0.0669,12.67418153,,,0.09955,9.452464818,,,,0.0669488,11.68838989,,,0.225205,9.324187662,,,,0.0669488,2462.51,,,0.225205,2721.22
,,,,,,,,,,,,,,,,0.0741,12.88593336,,,0.1111,10.07032813,,,,0.0741016,12.25859211,,,0.227407,9.398799103,,,,0.0741016,2505.89,,,0.227407,2725.19
,,,,,,,,,,,,,,,,0.0795,13.03370422,,,0.124025,10.70779812,,,,0.0794537,12.64081419,,,0.229609,9.465992295,,,,0.0794537,2528.03,,,0.229609,2728.55
,,,,,,,,,,,,,,,,0.0835,13.1378327,,,0.1386,11.36537744,,,,0.0834678,12.90339424,,,0.23071,9.497078386,,,,0.0834678,2540.66,,,0.23071,2730.02
,,,,,,,,,,,,,,,,0.0861,13.20329602,,,0.154825,12.04356876,,,,0.0861439,13.06874402,,,0.231811,9.526650717,,,,0.0861439,2547.65,,,0.231811,2731.35
,,,,,,,,,,,,,,,,0.0895,13.28644712,,,0.175175,12.83940015,,,,0.0895157,13.26829036,,,0.234013,9.585886504,,,,0.0895157,2555.14,,,0.234013,2733.91
,,,,,,,,,,,,,,,,0.0928,13.36465882,,,0.195525,13.51909943,,,,0.0927672,13.44757627,,,0.236214,9.654705333,,,,0.0927672,2561.11,,,0.236214,2737.11
,,,,,,,,,,,,,,,,0.0971,13.46314697,,,0.218075,14.14198929,,,,0.0971024,13.67803635,,,0.238416,9.717350242,,,,0.0971024,2567.66,,,0.238416,2739.83
,,,,,,,,,,,,,,,,0.0993,13.51213024,,,0.24035,14.66935902,,,,0.09927,13.78445093,,,0.240618,9.774633057,,,,0.09927,2570.32,,,0.240618,2742.12
,,,,,,,,,,,,,,,,0.104,13.61380275,,,0.247775,14.80660578,,,,0.103605,13.99053535,,,0.24282,9.827053492,,,,0.103605,2574.77,,,0.24282,2743.98
,,,,,,,,,,,,,,,,0.106,13.65590322,,,0.27335,15.25856472,,,,0.105773,14.08945145,,,0.245022,9.891161928,,,,0.105773,2576.6,,,0.245022,2746.56
,,,,,,,,,,,,,,,,0.108,13.69734328,,,0.29975,15.5561835,,,,0.107941,14.18160536,,,0.247224,9.951403968,,,,0.107941,2578.11,,,0.247224,2748.88
,,,,,,,,,,,,,,,,0.112,13.77833028,,,0.33825,15.8387195,,,,0.112059,14.35509612,,,0.249205,10.00166468,,,,0.112059,2580.5,,,0.249205,2750.66
,,,,,,,,,,,,,,,,0.114,13.81791847,,,0.341,15.83922215,,,,0.11401,14.43516742,,,0.250961,10.04325708,,,,0.11401,2581.41,,,0.250961,2752
